registry_id,fac_src,Stone_Unique_ID_revised,geo_id_revised,stat_land_comb,uncertainty_class,registry_stone_id,note
110070059174,facilities_20220311.csv,109974,1005740000103,F2,1,110070059174,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070059174,facilities_20220311.csv,112371,1005740000052,F2,1,110070059174,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070060013,facilities_20220311.csv,2275867,NA,D1,3,110070060013,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110070062322,facilities_20220311.csv,72572,0401740000097,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,73243,0642230000172,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,75188,0401740000027,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,79722,0401740000100,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,82349,0401740000026,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,85568,0642230000123,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,88891,0642230000001,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,107084,0401740000098,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,113752,0642230000112,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,116180,0401740000043,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070062322,facilities_20220311.csv,124907,9700000000200,F2,1,110070062322,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070164942,facilities_20220311.csv,372521,0281800000004,C2,2,110070164942,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110070165112,facilities_20220311.csv,895300,0642480000018,X1,3,110070165112,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110070165120,facilities_20220311.csv,741066,0370530120008,F1,2,110070165120,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110070177758,facilities_20220311.csv,240240,0402180010172,F2,1,110070177758,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070177758,facilities_20220311.csv,311132,0402180010163,F2,1,110070177758,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070180654,facilities_20220311.csv,290486,0410020040107,F2,1,110070180654,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110070182036,facilities_20220311.csv,78273,1251020010009,F1,2,110070182036,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110070224730,facilities_20220311.csv,816092,0761770080030,F1,2,110070224730,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110070224736,facilities_20220311.csv,448271,0450190001004,X1,3,110070224736,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110070224736,facilities_20220311.csv,492104,0450190001001,X1,3,110070224736,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110070224736,facilities_20220311.csv,494592,0450190001003,X1,3,110070224736,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110070244519,facilities_20220311.csv,1727637,0163-0005-0000-000, ,3,110070244519,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110005050176,facilities_20220311.csv,285760,0402650020018,F2,1,110005050176,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110005051139,facilities_20220311.csv,1117288,1066170000002,F1,2,110005051139,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110005051139,facilities_20220311.csv,1122304,1066170000001,X1,3,110005051139,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110005054289,facilities_20220311.csv,866051,1368960010001,F2,1,110005054289,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110005057892,facilities_20220311.csv,1180927,0451520000108,F1,2,110005057892,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110005061262,facilities_20220311.csv,588788,0640650170010,F1,2,110005061262,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110005061333,facilities_20220311.csv,613183,0410300000010,F1,2,110005061333,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110012702753,facilities_20220311.csv,89304,1005150000486,F2,1,110012702753,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110012702753,facilities_20220311.csv,93300,1005150000998,F2,1,110012702753,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110012703315,facilities_20220311.csv,391594,0451020000026,F1,2,110012703315,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110012703501,facilities_20220311.csv,1120327,0651200000072,F2,1,110012703501,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110012703618,facilities_20220311.csv,929518,1223110010001,F1,2,110012703618,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110012710423,facilities_20220311.csv,250886,0451440010065,C2,2,110012710423,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110013285453,facilities_20220311.csv,258688,0841850000080,F1,2,110013285453,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110013285471,facilities_20220311.csv,1891897,12120000008,F1,2,110013285471,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110013286620,facilities_20220311.csv,547597,1328490010001,F1,2,110013286620,Direct location match with commercial or vacant land parcel. Could be gas station or legacy facility. May be of petrochemical interest.
110013293211,facilities_20220311.csv,160788,0502140000056,X1,3,110013293211,"Direct location match with other parcel (not industrial, commercial, or vacant) e.g. residential or exempt. May be of petrochemical interest."
110013293211,facilities_20220311.csv,161161,0502140000063,F2,1,110013293211,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
110013293211,facilities_20220311.csv,164985,0502140000055,F2,1,110013293211,Direct location match with industrial parcel. Highest confidence of petrochemical interest.
