19800101
15.19,1.19
19.05,3.97
17.42,5.24
13.34,3.51
15.92,2.75
19.82,6.73
18.43,9.2
12.12,8.47
12.94,8.43
18.06,10.05
22.44,13.26
17.98,8.55
18.69,6.61
22.82,9.18
22.77,13.17
22.53,15.35
22.24,14.39
19.08,11.35
18.56,13.7
19.16,15.64
19.97,16.14
18.94,10.0
13.4,3.3
15.61,3.99
15.84,8.95
19.87,11.33
17.18,8.27
15.98,7.0
15.6,8.81
17.58,7.97
11.67,2.7
7.42,-0.86
6.65,0.08
9.64,1.98
14.74,2.68
20.33,6.72
19.46,4.37
16.32,8.49
20.15,7.19
11.77,2.71
5.71,0.27
9.59,0.88
11.45,5.12
13.72,7.65
16.94,9.9
21.6,13.74
19.63,1.45
7.09,-2.03
11.06,1.91
20.87,9.61
24.24,14.85
26.03,15.93
27.97,11.74
27.9,13.48
27.31,11.9
22.72,5.79
16.55,3.64
19.84,5.06
24.45,8.13
25.35,13.99
21.1,0.96
6.57,-4.61
11.46,-2.21
19.66,8.78
20.62,12.32
20.45,8.07
23.69,13.71
24.96,17.61
23.46,13.59
28.27,16.09
25.65,18.06
27.62,18.19
25.09,13.46
20.18,10.69
20.54,10.74
22.93,16.24
22.68,13.46
18.05,5.38
19.49,10.83
25.69,14.78
24.12,8.77
20.28,8.43
21.62,14.39
21.86,12.35
19.7,12.65
18.25,12.8
17.32,14.09
19.33,14.29
22.94,12.79
22.49,9.22
22.77,11.22
23.54,14.55
22.82,17.44
26.71,18.64
26.39,14.04
22.78,12.48
21.92,13.3
23.3,17.44
24.57,14.12
25.7,10.04
25.85,10.15
26.21,17.61
25.47,13.7
14.7,7.09
16.84,4.53
24.49,9.22
26.94,12.52
26.6,13.64
25.05,13.66
25.66,11.91
27.49,12.73
27.73,14.07
27.07,14.55
27.32,16.06
27.4,18.63
26.91,18.56
24.03,13.74
22.37,10.93
24.34,11.8
27.9,13.74
25.16,15.62
27.09,18.38
29.0,18.96
29.06,17.74
28.48,18.74
28.7,18.17
30.32,17.97
30.37,19.04
27.68,18.39
26.85,14.27
28.21,16.98
29.57,22.34
29.27,23.14
29.71,21.32
28.56,19.73
27.46,21.27
26.91,19.78
28.63,17.8
29.21,18.66
29.0,19.8
29.64,19.52
29.91,20.92
28.77,18.93
29.98,18.24
32.36,21.28
33.0,24.08
32.79,24.04
33.25,24.0
31.96,23.55
31.01,23.72
30.94,22.61
31.47,23.7
31.4,22.9
31.73,23.16
32.33,23.96
32.52,22.23
32.89,22.65
33.43,23.56
33.86,24.58
35.27,23.89
30.35,22.45
28.98,20.18
31.6,20.23
32.62,20.05
32.83,19.99
33.29,20.36
33.2,22.78
33.64,23.98
34.4,23.98
35.26,24.31
35.55,24.98
35.76,24.63
34.02,23.52
34.05,23.34
35.06,24.37
35.36,25.17
36.26,25.54
37.16,25.82
37.53,25.23
37.05,25.78
36.14,24.99
36.59,25.27
37.22,24.95
37.89,25.38
36.75,25.37
36.15,25.02
35.79,24.55
35.88,24.95
35.86,25.76
36.3,25.18
36.51,25.04
36.35,24.99
36.73,24.8
36.89,24.71
37.14,24.46
36.96,24.51
37.35,25.39
38.12,24.58
38.93,24.71
37.79,25.11
36.94,25.11
32.84,25.28
32.11,24.56
33.35,24.39
35.3,23.62
35.62,24.15
34.86,24.92
33.5,25.17
33.6,24.76
30.97,22.42
32.77,22.3
35.12,24.14
35.38,24.05
35.24,23.53
34.27,23.97
35.02,24.8
34.15,26.56
32.62,25.27
33.4,25.15
32.74,24.31
33.95,24.14
34.13,25.4
31.81,26.5
32.64,24.91
