19800101
14.92,0.85
18.74,3.32
17.59,4.78
13.23,3.46
15.75,2.35
19.53,6.19
18.75,8.94
12.59,7.94
12.5,8.17
17.39,9.77
22.12,12.76
18.59,8.45
18.14,5.95
22.55,9.08
22.68,12.78
22.06,15.12
22.14,14.41
19.37,11.22
18.56,13.56
19.26,15.38
19.94,16.09
19.03,10.38
13.49,3.08
15.33,3.53
16.17,8.2
19.4,11.32
17.8,7.81
15.72,6.65
15.57,8.38
16.46,7.68
12.52,2.71
7.23,-1.2
6.77,-0.41
9.02,1.58
14.63,2.31
19.66,5.86
19.65,3.91
16.47,7.94
19.33,7.35
12.81,2.7
5.72,0.38
8.87,0.63
11.37,4.48
13.35,7.22
16.75,9.28
21.18,13.37
20.17,1.6
6.71,-2.11
10.54,1.39
20.16,8.91
24.42,14.58
25.77,15.89
28.01,11.59
28.14,13.25
27.5,11.6
23.49,5.72
17.06,3.5
19.36,4.67
24.18,7.4
25.4,13.2
21.62,1.31
6.45,-4.77
10.71,-2.71
19.2,7.51
20.55,12.37
20.26,7.69
23.52,12.9
25.06,17.65
23.58,13.35
27.78,15.66
26.38,17.89
27.61,18.09
25.74,12.82
20.35,10.29
20.46,10.44
22.85,15.57
22.8,13.9
18.28,5.28
19.42,10.11
25.14,14.33
24.8,8.47
20.52,8.35
21.65,13.71
21.81,12.15
19.65,12.44
18.42,12.55
17.28,13.73
18.79,14.02
22.69,12.71
22.65,8.95
22.75,10.67
23.53,13.84
23.03,16.95
26.05,18.31
26.7,13.85
22.95,12.1
22.28,12.29
23.1,17.58
24.64,12.78
25.45,9.51
25.88,9.83
26.19,17.36
25.75,13.7
14.99,7.0
15.78,4.32
23.99,8.65
26.93,11.94
26.68,13.19
25.23,13.26
25.29,11.45
27.39,12.49
27.75,13.53
27.19,14.58
27.32,15.74
27.41,18.52
26.94,18.5
24.25,13.54
22.35,10.66
24.14,11.57
27.61,13.38
25.87,14.9
26.66,18.18
28.96,18.69
28.97,17.48
28.47,18.53
28.64,17.73
29.93,17.62
30.49,18.58
27.93,18.22
26.69,13.98
28.26,16.63
29.53,22.19
29.52,23.04
29.84,21.41
28.61,19.42
27.49,20.77
26.78,19.72
28.69,17.41
29.23,18.45
29.13,19.3
29.35,19.35
30.01,20.58
28.69,18.54
29.85,17.86
32.18,20.51
32.95,24.0
32.88,23.89
33.41,23.91
32.2,23.33
31.27,23.55
31.02,22.49
31.5,23.37
31.55,22.83
31.86,23.18
32.39,23.85
32.54,21.91
33.0,22.27
33.56,23.24
34.0,24.19
35.39,23.65
30.82,22.36
28.58,19.88
31.65,19.83
32.76,19.71
33.06,19.62
33.41,19.95
33.31,22.64
33.79,23.86
34.39,23.62
35.24,24.06
35.65,24.85
35.87,24.61
34.23,23.2
34.29,23.23
35.18,23.95
35.65,25.19
36.4,25.53
37.41,25.73
37.87,25.19
37.41,25.66
36.4,24.97
37.05,25.33
37.57,24.87
