registry_stone_id,uncertainty_class,grid_id,grid_area_pct
92261,5,2409998,1
92261,5,2409999,1
92261,5,2410000,1
92261,5,2410004,1
92261,5,2412130,1
92261,5,2412131,1
92261,5,2412132,1
92261,5,2412135,1
92261,5,2412136,1
92261,5,2414262,1
92261,5,2414263,1
92261,5,2414264,1
92261,5,2414267,1
92261,5,2414268,1
92261,5,2416394,1
92261,5,2416395,1
92261,5,2416396,1
92261,5,2416399,1
92261,5,2416400,1
92344,5,2100843,1
92344,5,2100844,1
92344,5,2100845,1
92344,5,2100846,1
92344,5,2100847,1
92344,5,2102975,1
92344,5,2102976,1
92344,5,2102977,1
92344,5,2102978,1
92344,5,2102979,1
92344,5,2105107,1
92344,5,2105108,1
92344,5,2105109,1
92344,5,2105110,1
92344,5,2105111,1
92344,5,2107239,1
92344,5,2107240,1
92344,5,2107241,1
92344,5,2107242,1
92344,5,2107243,1
92344,5,2109367,1
92344,5,2109368,1
92344,5,2109369,1
92344,5,2109370,1
92344,5,2109371,1
92344,5,2109372,1
92344,5,2109373,1
92344,5,2109374,1
92344,5,2109375,1
92344,5,2109376,1
92344,5,2111500,1
92344,5,2111501,1
92344,5,2111502,1
92344,5,2111503,1
92344,5,2111504,1
92344,5,2111505,1
92344,5,2111506,1
92344,5,2111507,1
92344,5,2111508,1
92344,5,2113632,1
92344,5,2113633,1
92344,5,2113634,1
92344,5,2113635,1
92344,5,2113636,1
92344,5,2113637,1
92344,5,2113638,1
92344,5,2113639,1
92344,5,2115765,1
92344,5,2115766,1
92344,5,2115767,1
92344,5,2115768,1
92344,5,2115769,1
92344,5,2117897,1
92344,5,2117898,1
92344,5,2117899,1
92344,5,2120028,1
92344,5,2120029,1
92608,5,2437754,1
92608,5,2437755,1
92608,5,2439886,1
92608,5,2439887,1
92608,5,2442018,1
92608,5,2442019,1
92608,5,2444150,1
92608,5,2444151,1
92608,5,2446282,1
92608,5,2446283,1
92864,5,2399368,1
92971,5,2736300,1
92971,5,2736301,1
92971,5,2736302,1
92971,5,2736303,1
92999,5,2378019,1
92999,5,2378020,1
93391,5,2100840,1
93391,5,2100841,1
93391,5,2102972,1
93391,5,2102973,1
93391,5,2105104,1
93391,5,2105105,1
93832,5,2109378,1
94012,5,2493139,1
95127,5,2358817,1
95337,5,2484673,1
95410,5,2431299,1
95410,5,2433431,1
95410,5,2433432,1
95410,5,2433433,1
95410,5,2435563,1
95410,5,2435564,1
95410,5,2435565,1
95410,5,2437695,1
95410,5,2437696,1
95410,5,2437697,1
95410,5,2439827,1
95410,5,2439828,1
95410,5,2439829,1
95410,5,2441959,1
95410,5,2441960,1
95410,5,2441961,1
95410,5,2444091,1
95410,5,2444092,1
95410,5,2444093,1
95410,5,2446223,1
95410,5,2446224,1
95410,5,2448355,1
95410,5,2448356,1
95410,5,2450487,1
95410,5,2450488,1
95410,5,2452619,1
95410,5,2452620,1
95410,5,2452621,1
95410,5,2452622,1
95410,5,2461147,1
95456,5,2461312,1
95456,5,2463440,1
95456,5,2465575,1
95470,5,2388690,1
95470,5,2390822,1
95470,5,2390823,1
95470,5,2392954,1
95470,5,2392955,1
95470,5,2395087,1
95470,5,2397219,1
95470,5,2397220,1
95470,5,2399352,1
95470,5,2401484,1
95470,5,2401485,1
95470,5,2403617,1
95502,5,2461312,1
95502,5,2463440,1
95502,5,2465575,1
95771,5,2467635,1
95771,5,2467636,1
95771,5,2469767,1
95771,5,2469768,1
96066,5,2431299,1
96066,5,2433431,1
96066,5,2433432,1
96066,5,2433433,1
96066,5,2435563,1
96066,5,2435564,1
96066,5,2435565,1
96066,5,2437695,1
96066,5,2437696,1
96066,5,2437697,1
96066,5,2439827,1
96066,5,2439828,1
96066,5,2439829,1
96066,5,2441959,1
96066,5,2441960,1
96066,5,2441961,1
96066,5,2444091,1
96066,5,2444092,1
96066,5,2444093,1
96066,5,2446223,1
96066,5,2446224,1
96066,5,2448355,1
96066,5,2448356,1
96066,5,2450487,1
96066,5,2450488,1
96066,5,2452619,1
96066,5,2452620,1
96066,5,2452621,1
96066,5,2452622,1
96066,5,2461147,1
96533,5,2399368,1
97464,5,2431299,1
97464,5,2433431,1
97464,5,2433432,1
97464,5,2433433,1
97464,5,2435563,1
97464,5,2435564,1
97464,5,2435565,1
97464,5,2437695,1
97464,5,2437696,1
97464,5,2437697,1
97464,5,2439827,1
97464,5,2439828,1
97464,5,2439829,1
97464,5,2441959,1
97464,5,2441960,1
97464,5,2441961,1
97464,5,2444091,1
97464,5,2444092,1
97464,5,2444093,1
97464,5,2446223,1
97464,5,2446224,1
97464,5,2448355,1
97464,5,2448356,1
97464,5,2450487,1
97464,5,2450488,1
97464,5,2452619,1
97464,5,2452620,1
97464,5,2452621,1
97464,5,2452622,1
97464,5,2461147,1
97590,5,2478296,1
97590,5,2478297,1
97590,5,2480428,1
97706,5,2339648,1
97706,5,2341779,1
97706,5,2341780,1
97843,5,2446234,1
98316,5,2390828,1
98316,5,2390829,1
98316,5,2390830,1
98316,5,2390831,1
98316,5,2392961,1
98325,5,2514513,1
98325,5,2514514,1
98325,5,2514515,1
98636,5,2102998,1
98636,5,2102999,1
98636,5,2103000,1
98636,5,2105130,1
98726,5,2461310,1
99360,5,2433451,1
99360,5,2433452,1
99360,5,2435582,1
99360,5,2435583,1
99360,5,2435584,1
99360,5,2437714,1
99360,5,2437715,1
99360,5,2437716,1
99360,5,2439846,1
99360,5,2439847,1
99360,5,2439848,1
99360,5,2441978,1
99360,5,2441979,1
99360,5,2441980,1
99360,5,2444104,1
99360,5,2444105,1
99360,5,2444106,1
99360,5,2444110,1
99360,5,2444111,1
99360,5,2444112,1
99360,5,2446236,1
99360,5,2446237,1
99360,5,2446238,1
99360,5,2446242,1
99360,5,2446243,1
99360,5,2446244,1
99360,5,2448368,1
99360,5,2448369,1
99360,5,2448370,1
99360,5,2448371,1
99360,5,2448372,1
99360,5,2448373,1
99360,5,2448374,1
99360,5,2448375,1
99360,5,2448376,1
99360,5,2450500,1
99360,5,2450501,1
99360,5,2450502,1
99360,5,2450503,1
99360,5,2450504,1
99360,5,2450505,1
99360,5,2450506,1
99360,5,2450507,1
99360,5,2450508,1
99360,5,2450511,1
99494,5,2427037,1
99494,5,2427038,1
99494,5,2427039,1
100186,5,2149888,1
100186,5,2149889,1
100186,5,2149890,1
101467,5,2493143,1
101467,5,2493144,1
101667,5,2337527,1
101667,5,2339660,1
101667,5,2343923,1
101667,5,2343924,1
101667,5,2346055,1
101667,5,2346056,1
101667,5,2348187,1
101667,5,2348188,1
101783,5,2627536,1
101783,5,2629668,1
101783,5,2631800,1
101783,5,2633932,1
101783,5,2636062,1
101783,5,2636063,1
101783,5,2636064,1
101783,5,2638194,1
101783,5,2638195,1
102245,5,2499604,1
102245,5,2499605,1
102738,5,2505995,1
102738,5,2508127,1
103636,5,2644602,1
103636,5,2644603,1
103636,5,2646729,1
103636,5,2646730,1
103636,5,2646731,1
103636,5,2646732,1
103636,5,2646733,1
103804,5,2674438,1
103804,5,2676570,1
103804,5,2676571,1
104989,5,2373773,1
104989,5,2375904,1
104989,5,2375905,1
104989,5,2375906,1
104989,5,2378035,1
104989,5,2378036,1
104989,5,2378037,1
104989,5,2380166,1
104989,5,2380167,1
104989,5,2380168,1
104989,5,2382297,1
104989,5,2382298,1
104989,5,2382299,1
104989,5,2384430,1
105115,5,2474031,1
105115,5,2474032,1
105360,5,2463312,1
105360,5,2465444,1
107441,5,2431299,1
107441,5,2433431,1
107441,5,2433432,1
107441,5,2433433,1
107441,5,2435563,1
107441,5,2435564,1
107441,5,2435565,1
107441,5,2437695,1
107441,5,2437696,1
107441,5,2437697,1
107441,5,2439827,1
107441,5,2439828,1
107441,5,2439829,1
107441,5,2441959,1
107441,5,2441960,1
107441,5,2441961,1
107441,5,2444091,1
107441,5,2444092,1
107441,5,2444093,1
107441,5,2446223,1
107441,5,2446224,1
107441,5,2448355,1
107441,5,2448356,1
107441,5,2450487,1
107441,5,2450488,1
107441,5,2452619,1
107441,5,2452620,1
107441,5,2452621,1
107441,5,2452622,1
107441,5,2461147,1
107670,5,2448385,1
107750,5,2484691,1
107750,5,2486823,1
107750,5,2486824,1
107750,5,2488955,1
107750,5,2488956,1
107750,5,2488957,1
