registry_stone_id,grid_id,uncertainty_class
1031821,2123836,5
1031821,2123837,5
1031821,2123838,5
1031821,2125966,5
1031821,2125967,5
1031821,2125968,5
1031821,2125969,5
1031821,2125970,5
1031821,2128098,5
1031821,2128099,5
1031821,2128100,5
1031821,2128101,5
1031821,2128102,5
1031821,2130230,5
1031821,2130231,5
1031821,2130232,5
1031821,2130233,5
1031821,2130234,5
1031821,2132362,5
1031821,2132363,5
1031821,2132364,5
1031821,2132365,5
1031821,2132366,5
1031821,2132367,5
1031821,2132368,5
1031821,2132369,5
1031821,2132370,5
1031821,2132371,5
1031821,2132372,5
1031821,2132373,5
1031821,2132374,5
1031821,2134491,5
1031821,2134492,5
1031821,2134493,5
1031821,2134494,5
1031821,2134495,5
1031821,2134496,5
1031821,2134497,5
1031821,2134498,5
1031821,2134499,5
1031821,2134500,5
1031821,2134501,5
1031821,2134502,5
1031821,2134503,5
1031821,2134504,5
1031821,2134505,5
1031821,2134506,5
1031821,2136623,5
1031821,2136624,5
1031821,2136625,5
1031821,2136626,5
1031821,2136627,5
1031821,2136628,5
1031821,2136629,5
1031821,2136630,5
1031821,2136631,5
1031821,2136632,5
1031821,2136633,5
1031821,2136634,5
1031821,2136635,5
1031821,2136636,5
1031821,2136637,5
1031821,2136638,5
1031821,2138754,5
1031821,2138755,5
1031821,2138756,5
1031821,2138757,5
1031821,2138758,5
1031821,2138759,5
1031821,2138760,5
1031821,2138761,5
1031821,2138762,5
1031821,2138763,5
1031821,2138764,5
1031821,2138765,5
1031821,2138766,5
1031821,2138767,5
1031821,2138768,5
1031821,2138769,5
1031821,2138770,5
1031821,2140886,5
1031821,2140887,5
1031821,2140888,5
1031821,2140889,5
1031821,2140890,5
1031821,2140891,5
1031821,2140892,5
1031821,2140893,5
1031821,2140894,5
1031821,2140895,5
1031821,2140896,5
1031821,2140897,5
1031821,2140898,5
1031821,2140899,5
1031821,2140900,5
1031821,2140901,5
1031821,2140902,5
1031821,2143018,5
1031821,2143019,5
1031821,2143020,5
1031821,2143021,5
1032942,2089760,5
1032942,2089761,5
1032942,2091892,5
1032942,2091893,5
1032942,2094024,5
1032942,2094025,5
1033558,2108945,5
1033558,2108946,5
1033558,2111077,5
1033558,2111078,5
1033558,2113209,5
1033558,2113210,5
1033558,2113211,5
1033558,2115341,5
1033558,2115342,5
1033558,2115343,5
1034147,2130244,5
1034147,2130245,5
1034147,2130246,5
1034147,2132376,5
1034147,2132377,5
1034147,2132378,5
1034147,2134508,5
1034147,2134509,5
1034147,2134510,5
1034147,2136640,5
1034147,2136641,5
1034147,2136642,5
1034147,2138772,5
1034147,2138773,5
1034147,2138774,5
1034147,2140904,5
1034147,2140905,5
1034147,2140906,5
1034147,2143036,5
1034147,2143037,5
1034147,2143038,5
1034147,2145168,5
1034147,2145169,5
1034147,2145170,5
1034946,2089742,5
1034946,2089743,5
1034946,2089744,5
1034946,2089745,5
1034946,2089746,5
1034946,2089747,5
1034946,2091874,5
1034946,2091875,5
1034946,2091876,5
1034946,2091877,5
1034946,2091878,5
1034946,2091879,5
1034946,2094006,5
1034946,2094007,5
1034946,2094008,5
1034946,2094009,5
1034946,2094010,5
1034946,2094011,5
1034946,2096140,5
1034946,2096141,5
1034946,2096142,5
1034946,2096143,5
1035557,2089758,5
1035557,2089759,5
1035557,2089760,5
1035557,2091890,5
1035557,2091891,5
1035557,2091892,5
1035557,2094023,5
1035557,2094024,5
1035880,2115341,5
1035880,2115342,5
1035880,2115343,5
1035880,2115344,5
1035880,2115345,5
1035880,2117473,5
1035880,2117474,5
1035880,2117475,5
1035880,2117476,5
1035880,2117477,5
1035880,2119605,5
1035880,2119606,5
1035880,2119607,5
1035880,2119608,5
1035880,2119609,5
1035880,2121737,5
1035880,2121738,5
1035880,2121739,5
1035880,2121740,5
1035880,2121741,5
1035880,2123869,5
1035880,2123870,5
1035880,2123871,5
1035880,2123872,5
1035880,2123873,5
1035880,2126001,5
1035880,2126002,5
1035880,2126003,5
1035880,2126004,5
1035880,2126005,5
1035880,2128133,5
1035880,2128134,5
1035880,2128135,5
1035880,2128136,5
1035880,2128137,5
1036592,2136667,5
1036592,2136668,5
1036592,2136669,5
1036592,2138799,5
1036592,2138800,5
1036592,2138801,5
1036592,2140931,5
1036592,2140932,5
1036592,2140933,5
1036606,2128130,5
1036606,2128131,5
1036606,2128132,5
1036606,2128133,5
1036606,2128134,5
1036606,2130262,5
1036606,2130263,5
1036606,2130264,5
1036606,2130265,5
1036606,2130266,5
1036606,2132394,5
1036606,2132395,5
1036606,2132396,5
1036606,2132397,5
1036606,2132398,5
1036606,2134527,5
1036606,2134528,5
1036606,2134529,5
1036606,2134530,5
1036956,2115352,5
1036956,2115353,5
1036956,2115354,5
1036956,2115355,5
1036956,2117482,5
1036956,2117483,5
1036956,2117484,5
1036956,2117485,5
1036956,2117486,5
1036956,2117487,5
1036956,2119614,5
1036956,2119615,5
1036956,2119616,5
1036956,2119617,5
1036956,2119618,5
1036956,2119619,5
1036956,2121746,5
1036956,2121747,5
1036956,2121748,5
1036956,2121749,5
1036956,2121750,5
1037117,2102544,5
1037117,2102545,5
1037117,2104676,5
1037117,2104677,5
1037545,2115341,5
1037545,2115342,5
1037545,2115343,5
1037569,2117439,5
1037569,2117440,5
1037569,2117441,5
1037569,2117442,5
1037569,2119571,5
1037569,2119572,5
1037569,2119573,5
1037569,2119574,5
1037569,2121703,5
1037569,2121704,5
1037569,2121705,5
1037569,2121706,5
1037569,2123835,5
1037569,2123836,5
1037569,2123837,5
1037569,2123838,5
1037569,2125966,5
1037569,2125967,5
1037569,2125968,5
1037569,2125969,5
1037569,2125970,5
1037569,2128098,5
1037569,2128099,5
1037569,2128100,5
1037569,2128101,5
1037569,2128102,5
1037569,2130230,5
1037569,2130231,5
1037569,2130232,5
1037569,2130233,5
1037569,2130234,5
1037569,2132362,5
1037569,2132363,5
1037569,2132364,5
1037569,2132365,5
1037569,2132366,5
1037569,2132367,5
1037569,2132368,5
1037569,2132369,5
1037569,2132370,5
1037569,2132371,5
1037569,2132372,5
1037569,2132373,5
1037569,2132374,5
1037569,2134491,5
1037569,2134492,5
1037569,2134493,5
1037569,2134494,5
1037569,2134495,5
1037569,2134496,5
1037569,2134497,5
1037569,2134498,5
1037569,2134499,5
1037569,2134500,5
1037569,2134501,5
1037569,2134502,5
1037569,2134503,5
1037569,2134504,5
1037569,2134505,5
1037569,2134506,5
1037569,2136623,5
1037569,2136624,5
1037569,2136625,5
1037569,2136626,5
1037569,2136627,5
1037569,2136628,5
1037569,2136629,5
1037569,2136630,5
1037569,2136631,5
1037569,2136632,5
1037569,2136633,5
1037569,2136634,5
1037569,2136635,5
1037569,2136636,5
1037569,2136637,5
1037569,2136638,5
1037569,2138754,5
1037569,2138755,5
1037569,2138756,5
1037569,2138757,5
1037569,2138758,5
1037569,2138759,5
1037569,2138760,5
1037569,2138761,5
1037569,2138762,5
1037569,2138763,5
1037569,2138764,5
1037569,2138765,5
1037569,2138766,5
1037569,2138767,5
1037569,2138768,5
1037569,2138769,5
1037569,2138770,5
1037569,2140886,5
1037569,2140887,5
1037569,2140888,5
1037569,2140889,5
1037569,2140890,5
1037569,2140891,5
1037569,2140892,5
1037569,2140893,5
1037569,2140894,5
1037569,2140895,5
1037569,2140896,5
1037569,2140897,5
1037569,2140898,5
1037569,2140899,5
1037569,2140900,5
1037569,2140901,5
1037569,2140902,5
1037569,2143018,5
1037569,2143019,5
1037569,2143020,5
1037569,2143021,5
1038430,2106820,5
1038430,2106821,5
1038430,2108951,5
1038430,2108952,5
1038430,2108953,5
1038430,2111084,5
1038430,2111085,5
1038430,2113216,5
1038430,2113217,5
1038430,2115345,5
1038430,2115346,5
1038430,2115347,5
1038430,2115348,5
1038430,2115349,5
1038430,2117477,5
1038430,2117478,5
1038430,2117479,5
1038430,2117480,5
1038430,2117481,5
1038430,2119609,5
1038430,2119610,5
1038430,2119611,5
1038430,2119612,5
1038430,2119613,5
1038430,2121741,5
1038430,2121742,5
1038430,2121743,5
1038430,2121744,5
1038430,2121745,5
1038430,2123873,5
1038430,2123874,5
1038430,2123875,5
1038430,2123876,5
1038430,2123877,5
1038430,2126005,5
1038430,2126006,5
1038430,2126007,5
1038430,2126008,5
1038430,2126009,5
1038430,2128137,5
1038430,2128138,5
1038430,2128139,5
1038430,2128140,5
1038558,2130274,5
1038558,2130275,5
1038558,2130276,5
1038558,2132406,5
1038558,2132407,5
1038558,2132408,5
1038558,2134538,5
1038558,2134539,5
1038558,2134540,5
1038644,2104687,5
1038644,2106819,5
1038644,2108951,5
1038644,2108952,5
1038644,2111083,5
1038644,2111084,5
1038644,2113214,5
1038644,2113215,5
1038644,2113216,5
1038644,2115343,5
1038644,2115344,5
1038644,2115345,5
1038644,2115346,5
1038644,2115347,5
1038644,2115348,5
1039035,2089754,5
1039035,2091884,5
1039035,2091885,5
1039035,2091886,5
1039035,2094016,5
1039035,2094017,5
1039035,2094018,5
1039419,2094016,5
1039419,2094017,5
1039419,2096148,5
1039419,2096149,5
1039956,2102545,5
1039956,2102546,5
1039956,2104677,5
1039956,2104678,5
1040077,2130262,5
1040077,2130263,5
1040077,2132394,5
1040077,2132395,5
1040915,2106820,5
1040915,2106821,5
1040915,2108951,5
1040915,2108952,5
1042423,2128136,5
1042423,2128137,5
1042423,2128138,5
1042423,2128139,5
1042423,2128140,5
1042423,2128141,5
1042423,2130268,5
1042423,2130269,5
1042423,2130270,5
1042423,2130271,5
1042423,2130272,5
1042423,2130273,5
1042423,2132400,5
1042423,2132401,5
1042423,2132402,5
1042423,2132403,5
1042423,2132404,5
1042423,2132405,5
1042423,2134532,5
1042423,2134533,5
1042423,2134534,5
1042423,2134535,5
1042423,2134536,5
1042423,2134537,5
1042871,2104687,5
1042871,2106819,5
1042871,2108951,5
1042871,2108952,5
1042871,2111083,5
1042871,2111084,5
1042871,2113214,5
1042871,2113215,5
1042871,2113216,5
1042871,2115343,5
1042871,2115344,5
1042871,2115345,5
1042871,2115346,5
1042871,2115347,5
1042871,2115348,5
1046847,2345796,5
1046847,2345797,5
1050838,2130035,5
1050838,2130036,5
1050838,2130037,5
1050838,2130038,5
1050838,2130039,5
1050838,2130040,5
1050838,2130041,5
1050838,2130042,5
1050838,2132167,5
1050838,2132168,5
1050838,2132169,5
1050838,2132170,5
1050838,2132171,5
1050838,2132172,5
1050838,2132173,5
1050838,2132174,5
1050838,2132175,5
1050838,2134298,5
1050838,2134299,5
1050838,2134300,5
1050838,2134301,5
1050838,2134302,5
1050838,2134303,5
1050838,2134304,5
1050838,2134305,5
1050838,2134306,5
1050838,2134307,5
1050838,2136430,5
1050838,2136431,5
1050838,2136432,5
1050838,2136433,5
1050838,2136434,5
1050838,2136435,5
1050838,2136436,5
1050838,2136437,5
1050838,2136438,5
1050838,2136439,5
1050838,2136440,5
1050838,2138562,5
1050838,2138563,5
1050838,2138564,5
1050838,2138565,5
1050838,2138566,5
1050838,2138567,5
1050838,2138568,5
1050838,2138569,5
1050838,2138570,5
1050838,2138571,5
1050838,2138572,5
1050838,2138573,5
1050838,2140699,5
1050838,2140700,5
1050838,2140701,5
1050838,2140702,5
1050838,2142831,5
1050838,2142832,5
1050838,2142833,5
1050838,2142834,5
1055944,2354316,5
1055944,2354317,5
1055944,2354318,5
1064413,2188024,5
1064413,2190155,5
1064413,2190156,5
1067305,2394845,5
1067305,2394846,5
1067305,2396977,5
1067305,2396978,5
1073622,2345797,5
1073622,2345798,5
1079741,2347927,5
1079741,2347928,5
1079741,2347929,5
1082052,2211463,5
1082052,2211464,5
1082052,2211465,5
1082052,2213595,5
1082052,2213596,5
1082052,2213597,5
1082052,2215727,5
1082052,2215728,5
1084638,2209334,5
1084638,2209335,5
1084638,2211466,5
1084638,2211467,5
1084638,2213599,5
1084872,2322320,5
1084872,2322321,5
1084872,2322322,5
1084872,2324452,5
1084872,2324453,5
1084872,2324454,5
1084872,2326584,5
1086212,2190155,5
1086212,2190156,5
1086212,2190157,5
1086212,2192288,5
1086212,2192289,5
1091124,2330855,5
1091124,2332987,5
1097351,2345795,5
1097351,2345796,5
1097351,2347927,5
1099635,2354316,5
1099635,2354317,5
1099635,2354318,5
1104671,2330855,5
1104671,2332987,5
1104710,2332987,5
1105345,2211465,5
1105345,2211466,5
1105345,2213597,5
1105345,2213598,5
1109251,2345796,5
1113506,2145278,5
1113506,2145279,5
1113506,2147410,5
1113506,2147411,5
1113506,2149542,5
1113506,2149543,5
1113506,2151674,5
1113506,2151675,5
1113506,2153806,5
1113506,2153807,5
1114192,2151669,5
1114192,2151670,5
1114192,2151671,5
1114192,2151672,5
1114192,2153802,5
1114192,2153803,5
1114192,2153804,5
1114525,2330855,5
1114525,2330856,5
1114525,2332987,5
1114525,2332988,5
1114525,2335119,5
1114525,2335120,5
1115026,2145287,5
1115026,2147419,5
1115737,2260432,5
1115737,2260433,5
1115737,2262564,5
1115737,2262565,5
1115737,2262566,5
1115737,2264695,5
1115737,2264696,5
1115737,2264697,5
1115737,2264698,5
1115737,2266827,5
1115737,2266828,5
1115737,2266829,5
1115737,2266830,5
1116059,2136746,5
1116059,2136747,5
1116059,2136748,5
1116059,2136749,5
1116059,2136750,5
1116059,2136751,5
1116059,2138878,5
1116059,2138879,5
1116059,2138880,5
1116059,2138881,5
1116059,2138882,5
1116059,2138883,5
1116059,2141008,5
1116059,2141009,5
1116059,2141010,5
1116059,2141011,5
1116059,2141012,5
1116059,2141013,5
1116059,2141014,5
1116059,2141015,5
1116059,2143140,5
1116059,2143141,5
1116059,2143142,5
1116059,2143143,5
1116059,2143144,5
1116059,2143145,5
1116059,2143146,5
1116059,2143147,5
1116059,2145271,5
1116059,2145272,5
1116059,2145273,5
1116059,2145274,5
1116059,2145275,5
1116059,2145276,5
1116059,2145277,5
1116059,2145278,5
1116059,2145279,5
1116106,2318026,5
1116106,2318027,5
1116106,2320158,5
1116106,2320159,5
1116106,2320160,5
1116106,2322291,5
1116106,2322292,5
1116160,2143158,5
1116160,2143159,5
1116160,2145289,5
1116160,2145290,5
1116160,2145291,5
1116160,2145292,5
1116160,2147421,5
1116160,2147422,5
1116160,2147423,5
1116160,2147424,5
1116287,2298819,5
1116287,2298820,5
1116287,2298821,5
1116287,2300951,5
1116758,2313758,5
1116758,2313759,5
1116758,2315890,5
1116758,2315891,5
1116758,2315892,5
1117361,2147415,5
1117361,2147416,5
1117361,2147417,5
1117361,2147418,5
1117361,2149547,5
1117361,2149548,5
1117361,2149549,5
1117361,2149550,5
1117361,2151679,5
1117361,2151680,5
1117361,2151681,5
1117361,2151682,5
1117615,2141020,5
1117615,2141021,5
1117615,2141022,5
1117615,2141023,5
1117615,2143152,5
1117615,2143153,5
1117615,2143154,5
1117615,2143155,5
1117615,2143156,5
1117615,2145284,5
1117615,2145285,5
1117615,2145286,5
1117615,2145287,5
1118881,2326546,5
1118881,2326547,5
1118881,2328678,5
1118881,2328679,5
1118881,2330810,5
1118881,2330811,5
1119944,2145275,5
1119944,2145276,5
1119944,2145277,5
1119944,2147407,5
1119944,2147408,5
1119944,2147409,5
1119944,2149539,5
1119944,2149540,5
1119944,2149541,5
1121380,2155982,5
1121380,2155983,5
1121380,2158114,5
1121380,2158115,5
1121380,2160246,5
1121380,2160247,5
1121960,2332987,5
1121960,2335119,5
1122786,2305231,5
1122786,2305232,5
1122786,2305233,5
1122786,2307363,5
1122786,2307364,5
1122786,2307365,5
1122867,2143155,5
1122867,2143156,5
1122867,2145287,5
1122867,2145288,5
1122867,2147419,5
1122867,2147420,5
1123332,2141023,5
1123332,2141024,5
1123332,2141025,5
1123332,2141026,5
1123332,2141027,5
1123332,2143155,5
1123332,2143156,5
1123332,2143157,5
1123332,2143158,5
1123332,2143159,5
1123332,2145288,5
1123332,2145289,5
1123332,2145290,5
1123339,2296702,5
1123339,2296703,5
1123339,2296704,5
1123339,2298834,5
1123339,2298835,5
1123339,2298836,5
1124165,2307356,5
1124165,2307357,5
1124330,2149536,5
1124330,2149537,5
1124330,2151668,5
1124330,2151669,5
1124379,2303098,5
1124379,2305230,5
1125207,2335119,5
1127392,2149553,5
1127392,2149554,5
1127392,2151683,5
1127392,2151684,5
1127392,2151685,5
1127392,2151686,5
1127392,2151687,5
1127392,2153815,5
1127392,2153816,5
1127392,2153817,5
1127392,2153818,5
1127392,2153819,5
1127392,2153820,5
1127392,2155947,5
1127392,2155948,5
1127392,2155949,5
1127533,2160246,5
1127533,2160247,5
1127533,2162378,5
1127533,2162379,5
1127533,2164510,5
1127533,2164511,5
1128154,2153819,5
1128154,2153820,5
1128154,2155951,5
1128154,2155952,5
1128154,2155953,5
1128156,2292422,5
1128156,2292423,5
1128343,2305228,5
1128343,2305229,5
1128343,2307360,5
1128343,2307361,5
1129775,2155983,5
1129775,2155984,5
1129775,2158115,5
1129775,2158116,5
1130289,2136756,5
1130289,2136757,5
1130289,2138888,5
1130289,2138889,5
1130289,2141020,5
1130289,2141021,5
1131078,2151672,5
1131078,2151673,5
1131078,2151674,5
1131078,2153804,5
1131078,2153805,5
1131078,2153806,5
1131136,2318026,5
1131986,2283890,5
1131986,2283891,5
1131986,2283892,5
1131986,2286022,5
1131986,2286023,5
1131986,2286024,5
1131986,2288154,5
1131986,2288155,5
1131986,2288156,5
1131986,2290286,5
1131986,2290287,5
1131986,2290288,5
1131986,2292418,5
1131986,2292419,5
1131986,2292420,5
1131986,2292421,5
1131986,2292422,5
1131986,2294550,5
1131986,2294551,5
1131986,2294552,5
1131986,2294553,5
1131986,2294554,5
1132108,2335119,5
1132136,2145272,5
1132136,2145273,5
1132136,2147404,5
1132136,2147405,5
1132136,2149536,5
1132136,2149537,5
1132669,2145287,5
1132669,2147419,5
1133783,2271098,5
1133783,2271099,5
1133783,2271100,5
1133783,2273230,5
1133783,2273231,5
1133783,2273232,5
1133783,2275362,5
1133783,2275363,5
1133783,2277494,5
1133783,2277495,5
1134140,2296702,5
1134140,2298834,5
1135379,2155984,5
1135379,2158115,5
1135379,2158116,5
1135379,2160247,5
1135379,2160248,5
1135379,2162379,5
1135379,2162380,5
1135379,2164511,5
1135379,2164512,5
1136267,2145296,5
1136267,2147427,5
1136267,2147428,5
1136812,2286024,5
1136812,2286025,5
1136812,2288156,5
1136812,2288157,5
1136812,2290288,5
1136812,2290289,5
1136812,2292420,5
1136812,2292421,5
1138175,2315894,5
1138175,2315895,5
1138175,2315896,5
1138175,2318026,5
1138175,2318027,5
1138175,2318028,5
1138175,2320159,5
1138175,2320160,5
1138175,2322291,5
1138175,2322292,5
1138483,2149539,5
1138483,2149540,5
1138483,2151671,5
1138483,2151672,5
1138724,2149553,5
1138724,2149554,5
1138724,2151683,5
1138724,2151684,5
1138724,2151685,5
1138724,2151686,5
1138724,2151687,5
1138724,2153815,5
1138724,2153816,5
1138724,2153817,5
1138724,2153818,5
1138724,2153819,5
1138724,2153820,5
1138724,2155947,5
1138724,2155948,5
1138724,2155949,5
1139448,2262558,5
1139448,2264690,5
1139448,2266822,5
1139448,2268954,5
1139448,2271086,5
1139448,2273218,5
1139448,2275350,5
1139448,2277482,5
1140124,2307356,5
1140124,2307357,5
1140124,2307358,5
1140762,2132495,5
1140762,2132496,5
1140762,2132497,5
1140762,2134625,5
1140762,2134626,5
1140762,2134627,5
1140762,2134628,5
1140762,2134629,5
1140762,2136757,5
1140762,2136758,5
1140762,2136759,5
1140762,2136760,5
1140762,2136761,5
1140762,2136762,5
1140762,2138890,5
1140762,2138891,5
1140762,2138892,5
1140762,2138893,5
1140762,2138894,5
1140762,2141023,5
1140762,2141024,5
1140762,2141025,5
1140762,2141026,5
1141028,2162352,5
1141028,2162353,5
1141189,2155983,5
1141189,2158115,5
1141189,2160247,5
1141509,2143156,5
1141509,2145288,5
1141509,2145289,5
1141509,2147418,5
1141509,2147419,5
1141509,2147420,5
1141509,2147421,5
1141509,2147422,5
1141509,2149552,5
1141509,2149553,5
1141509,2149554,5
1141509,2151684,5
1141509,2151685,5
1142460,2155951,5
1142460,2155952,5
1142460,2155953,5
1142460,2158083,5
1142460,2158084,5
1142460,2158085,5
1144303,2132495,5
1144303,2132496,5
1144303,2132497,5
1144303,2134625,5
1144303,2134626,5
1144303,2134627,5
1144303,2134628,5
1144303,2134629,5
1144303,2136757,5
1144303,2136758,5
1144303,2136759,5
1144303,2136760,5
1144303,2136761,5
1144303,2136762,5
1144303,2138890,5
1144303,2138891,5
1144303,2138892,5
1144303,2138893,5
1144303,2138894,5
1144303,2141023,5
1144303,2141024,5
1144303,2141025,5
1144303,2141026,5
1144475,2155982,5
1144475,2158114,5
1144475,2160246,5
1144607,2307356,5
1144607,2307357,5
1144607,2307358,5
1144607,2309488,5
1144607,2309489,5
1144607,2309490,5
1144770,2149540,5
1144770,2151672,5
1144770,2153804,5
1144770,2153805,5
1144770,2153806,5
1144770,2153807,5
1144954,2185825,5
1144954,2185826,5
1144954,2187957,5
1144954,2187958,5
1146028,2158083,5
1146028,2158084,5
1146028,2158085,5
1146028,2158086,5
1146028,2160215,5
1146028,2160216,5
1146028,2160217,5
1146028,2160218,5
1146028,2162347,5
1146028,2162348,5
1146028,2162349,5
1146028,2162350,5
1146028,2162351,5
1149416,2149538,5
1149416,2149539,5
1149416,2151669,5
1149416,2151670,5
1149416,2151671,5
1149763,2136755,5
1149763,2136756,5
1149763,2138887,5
1149763,2138888,5
1149763,2141018,5
1149763,2141019,5
1149763,2141020,5
1150873,2183692,5
1150873,2183693,5
1150873,2183694,5
1150873,2183695,5
1150873,2185824,5
1150873,2185825,5
1150873,2185826,5
1152914,2149540,5
1152914,2149541,5
1152914,2151672,5
1152914,2151673,5
1153138,2147418,5
1153138,2147419,5
1153138,2147420,5
1153138,2149550,5
1153138,2149551,5
1153138,2149552,5
1153138,2151682,5
1153138,2151683,5
1153138,2151684,5
1153893,2160247,5
1153893,2162379,5
1153893,2164511,5
1155088,2160246,5
1155088,2162378,5
1155088,2164510,5
1156399,2141015,5
1156399,2141016,5
1156399,2141017,5
1156399,2141018,5
1156399,2143147,5
1156399,2143148,5
1156399,2143149,5
1156399,2143150,5
1156399,2145279,5
1156399,2145280,5
1156399,2145281,5
1156399,2145282,5
1156478,2153804,5
1156478,2153805,5
1156478,2153806,5
1156478,2155936,5
1156478,2155937,5
1156478,2155938,5
1157167,2303096,5
1157167,2305228,5
1157516,2318028,5
1157516,2318029,5
1157516,2318030,5
1157516,2320160,5
1157516,2320161,5
1157516,2320162,5
1157516,2322292,5
1157516,2322293,5
1157516,2322294,5
1157573,2303097,5
1157573,2303098,5
1157573,2305229,5
1157573,2305230,5
1158458,2185724,5
1158458,2185725,5
1158458,2187856,5
1158458,2187857,5
1158458,2189988,5
1158458,2189989,5
1162229,2194240,5
1162229,2194241,5
1162229,2194242,5
1162229,2194243,5
1162229,2196372,5
1162229,2196373,5
1162229,2196374,5
1162229,2196375,5
1162229,2198504,5
1162229,2198505,5
1162229,2198506,5
1162229,2198507,5
1162229,2198508,5
1162229,2200636,5
1162229,2200637,5
1162229,2200638,5
1162516,2153720,5
1162516,2153721,5
1162516,2153722,5
1162516,2155852,5
1162516,2155853,5
1162516,2155854,5
1163475,2187908,5
1163475,2190040,5
1163759,2185718,5
1163759,2185719,5
1163759,2185720,5
1163759,2185721,5
1163759,2185722,5
1163759,2185723,5
1163759,2185724,5
1163759,2187850,5
1163759,2187851,5
1163759,2187852,5
1163759,2187853,5
1163759,2187854,5
1163759,2187855,5
1163759,2187856,5
1163759,2189982,5
1163759,2189983,5
1163759,2189984,5
1163759,2189985,5
1163759,2189986,5
1163759,2189987,5
1163759,2189988,5
1163759,2192116,5
1163811,2177171,5
1163811,2179302,5
1163811,2179303,5
1163811,2179304,5
1163811,2181435,5
1163837,2177170,5
1163837,2177171,5
1163837,2179302,5
1163837,2179303,5
1165905,2192138,5
1165905,2192139,5
1165905,2192140,5
1166600,2192145,5
1166600,2192146,5
1166600,2194277,5
1166600,2194278,5
1166600,2194279,5
1166600,2196409,5
1167078,2196431,5
1167078,2196432,5
1167078,2198563,5
1167078,2198564,5
1167078,2200695,5
1167078,2200696,5
1167078,2202827,5
1167078,2202828,5
1167078,2204960,5
1168683,2164380,5
1168683,2164381,5
1168683,2164382,5
1168683,2166512,5
1168683,2166513,5
1168683,2166514,5
1169262,2147340,5
1169262,2147341,5
1169262,2149472,5
1169262,2149473,5
1169262,2151604,5
1172008,2211319,5
1172008,2211320,5
1172008,2213451,5
1172008,2213452,5
1172987,2192138,5
1172987,2192139,5
1172987,2192140,5
1173951,2243277,5
1173951,2243278,5
1173951,2243279,5
1173951,2243280,5
1173951,2245409,5
1173951,2245410,5
1173951,2245411,5
1173951,2245412,5
1173951,2247541,5
1173951,2247542,5
1173951,2247543,5
1173951,2247544,5
1173951,2247545,5
1173951,2249676,5
1173951,2249677,5
1175120,2204900,5
1175120,2204901,5
1175120,2204902,5
1175120,2204903,5
1175120,2204904,5
1175120,2207032,5
1175120,2207033,5
1175120,2207034,5
1175120,2207035,5
1175120,2207036,5
1175120,2209164,5
1175120,2209165,5
1175120,2209166,5
1175120,2209167,5
1175418,2217734,5
1175418,2217735,5
1175418,2219866,5
1175418,2219867,5
1175418,2221998,5
1175418,2221999,5
1176129,2202772,5
1176129,2202773,5
1176129,2204904,5
1176129,2204905,5
1176816,2147336,5
1176816,2147337,5
1176816,2147338,5
1176816,2147339,5
1176816,2147340,5
1176816,2149468,5
1176816,2149469,5
1176816,2149470,5
1176816,2149471,5
1176816,2149472,5
1176816,2151600,5
1176816,2151601,5
1176816,2151602,5
1176816,2151603,5
1176816,2151604,5
1177704,2283785,5
1177704,2283786,5
1177704,2283787,5
1177704,2285917,5
1177704,2285918,5
1177704,2285919,5
1177704,2285920,5
1178396,2253979,5
1178396,2253980,5
1178396,2256111,5
1178396,2256112,5
1179423,2177231,5
1179423,2179362,5
1179423,2179363,5
1179423,2181494,5
1179423,2181495,5
1180194,2185725,5
1180194,2185726,5
1180194,2185727,5
1180194,2187857,5
1180194,2187858,5
1180194,2187859,5
1180194,2189988,5
1180194,2189989,5
1180194,2189990,5
1180194,2189991,5
1180315,2153720,5
1180315,2153721,5
1180315,2153722,5
1180315,2155854,5
1180450,2202772,5
1180450,2202773,5
1180450,2204904,5
1180450,2204905,5
1181081,2213468,5
1181081,2215600,5
1181512,2196427,5
1181512,2198559,5
1181512,2198560,5
1181512,2200691,5
1181512,2200692,5
1181512,2200693,5
1181512,2202823,5
1181512,2202824,5
1181512,2202825,5
1181512,2204955,5
1181512,2204956,5
1181512,2204957,5
1181512,2207087,5
1181512,2209219,5
1181512,2211351,5
1181692,2190047,5
1181692,2190048,5
1181692,2192179,5
1181692,2192180,5
1181692,2192181,5
1181692,2192182,5
1181692,2194311,5
1181692,2194312,5
1181692,2194313,5
1181692,2194314,5
1181692,2196443,5
1181692,2196444,5
1181692,2196445,5
1181692,2196446,5
1181692,2198575,5
1181692,2198576,5
1181692,2198577,5
1181692,2198578,5
1183433,2168651,5
1183433,2168652,5
1183433,2168653,5
1183433,2168654,5
1183433,2170783,5
1183433,2170784,5
1183433,2170785,5
1183433,2170786,5
1183433,2172916,5
1183433,2172917,5
1183433,2172918,5
1183433,2175048,5
1183543,2155852,5
1183543,2155853,5
1183543,2155854,5
1184321,2168651,5
1184321,2168652,5
1184321,2168653,5
1184321,2168654,5
1184321,2170783,5
1184321,2170784,5
1184321,2170785,5
1184321,2170786,5
1184321,2172916,5
1184321,2172917,5
1184321,2172918,5
1184321,2175048,5
1184608,2194240,5
1184608,2194241,5
1184608,2194242,5
1184608,2194243,5
1184608,2196372,5
1184608,2196373,5
1184608,2196374,5
1184608,2196375,5
1184608,2198504,5
1184608,2198505,5
1184608,2198506,5
1184608,2198507,5
1184608,2198508,5
