registry_stone_id,grid_id,uncertainty_class
73097,2350311,5
73097,2350312,5
73097,2350313,5
73097,2350314,5
73097,2350315,5
73097,2350316,5
73097,2352442,5
73097,2352443,5
73097,2352444,5
73097,2352445,5
73097,2352446,5
73097,2352447,5
73097,2352448,5
73097,2352449,5
73097,2354574,5
73097,2354575,5
73097,2354576,5
73097,2354577,5
73097,2354578,5
73097,2354579,5
73097,2354580,5
73097,2354581,5
73097,2354582,5
73097,2356706,5
73097,2356707,5
73097,2356708,5
73097,2356709,5
73097,2356710,5
73097,2356711,5
73097,2356712,5
73097,2356713,5
73097,2356714,5
73097,2356715,5
73097,2358838,5
73097,2358839,5
73097,2358840,5
73097,2358841,5
73097,2358842,5
73097,2358843,5
73097,2358844,5
73097,2358845,5
73097,2358846,5
73097,2360970,5
73097,2360971,5
73097,2363102,5
73097,2363103,5
73097,2365234,5
73179,2446284,5
73179,2448415,5
73179,2448416,5
73181,2638179,5
73181,2638180,5
73181,2638181,5
73181,2638182,5
73181,2640302,5
73181,2640303,5
73181,2640304,5
73181,2640305,5
73181,2640306,5
73181,2640307,5
73181,2640308,5
73181,2640309,5
73181,2640310,5
73181,2640311,5
73181,2640312,5
73181,2640313,5
73181,2640314,5
73181,2642434,5
73181,2642435,5
73181,2642436,5
73198,2346033,5
73198,2346034,5
73198,2348164,5
73198,2348165,5
73198,2348166,5
73198,2350296,5
73198,2350297,5
73198,2350298,5
73198,2350299,5
73198,2352428,5
73198,2352429,5
73198,2352430,5
73198,2352431,5
73198,2352432,5
73198,2354560,5
73198,2354561,5
73198,2354562,5
73198,2354563,5
73198,2354564,5
73198,2354565,5
73198,2354566,5
73198,2354567,5
73198,2354568,5
73198,2356691,5
73198,2356692,5
73198,2356693,5
73198,2356694,5
73198,2356695,5
73198,2356696,5
73198,2356697,5
73198,2356698,5
73198,2356699,5
73198,2356700,5
73198,2356701,5
73198,2358823,5
73198,2358824,5
73198,2358825,5
73198,2358826,5
73198,2358827,5
73198,2358828,5
73198,2358829,5
73198,2358830,5
73198,2358831,5
73198,2358832,5
73198,2358833,5
73198,2360955,5
73198,2360956,5
73198,2360957,5
73198,2360958,5
73198,2360959,5
73198,2360960,5
73198,2360961,5
73198,2360962,5
73198,2360963,5
73198,2360964,5
73198,2360965,5
73198,2360966,5
73198,2363087,5
73198,2363088,5
73198,2363089,5
73198,2363090,5
73198,2363091,5
73198,2363092,5
73198,2363093,5
73198,2363094,5
73198,2363095,5
73198,2363096,5
73198,2363097,5
73198,2363098,5
73198,2363099,5
73198,2365218,5
73198,2365219,5
73198,2365220,5
73198,2365221,5
73198,2365222,5
73198,2365223,5
73198,2365224,5
73198,2365225,5
73198,2365226,5
73198,2365227,5
73198,2365228,5
73198,2365229,5
73198,2365230,5
73198,2365231,5
73198,2367350,5
73198,2367351,5
73198,2367352,5
73198,2367353,5
73198,2367354,5
73198,2367355,5
73198,2367356,5
73198,2367357,5
73198,2367358,5
73198,2367359,5
73198,2367360,5
73198,2367361,5
73198,2367362,5
73198,2367363,5
73198,2369482,5
73198,2369483,5
73198,2369484,5
73198,2369485,5
73198,2369486,5
73198,2369487,5
73198,2369488,5
73198,2369489,5
73198,2369490,5
73198,2369491,5
73198,2369492,5
73198,2369493,5
73198,2369494,5
73198,2369495,5
73198,2371617,5
73198,2371618,5
73198,2371619,5
73198,2371620,5
73198,2371621,5
73198,2371622,5
73198,2371623,5
73198,2371624,5
73198,2371625,5
73198,2371626,5
73198,2373753,5
73198,2373754,5
73198,2373755,5
73198,2373756,5
73198,2373757,5
73198,2373758,5
73198,2375889,5
73465,2465570,5
73465,2465571,5
73465,2465572,5
73465,2465573,5
73465,2467701,5
73465,2467702,5
73465,2467703,5
73465,2467704,5
73465,2467705,5
73465,2469833,5
73465,2469834,5
73465,2469835,5
73465,2469836,5
73465,2469837,5
73465,2471965,5
73465,2471966,5
73465,2471967,5
73484,2085953,5
73484,2085954,5
73484,2088085,5
73484,2088086,5
73596,2501719,5
73596,2501720,5
73596,2501721,5
73596,2501722,5
73596,2501723,5
73596,2501724,5
73596,2501725,5
73596,2503851,5
73596,2503852,5
73596,2503853,5
73596,2503854,5
73596,2503855,5
73596,2503856,5
73596,2503857,5
73596,2505983,5
73596,2505984,5
73596,2505985,5
73596,2505986,5
73667,2474033,5
73667,2476163,5
73667,2476164,5
73667,2476165,5
73667,2476166,5
73667,2478294,5
73667,2478295,5
73667,2478296,5
73667,2478297,5
73667,2478298,5
73667,2480426,5
73667,2480427,5
73667,2480428,5
73667,2480429,5
73667,2480430,5
73667,2482559,5
73667,2482560,5
73667,2482561,5
73667,2484692,5
73667,2484693,5
73734,2734165,5
73734,2736297,5
73734,2736298,5
73734,2738429,5
73734,2738430,5
73734,2740561,5
73734,2740562,5
73734,2742693,5
73734,2742694,5
73734,2742695,5
73734,2744826,5
73734,2744827,5
73743,2333234,5
73743,2333235,5
73743,2333236,5
73743,2333237,5
73743,2333238,5
73743,2335366,5
73743,2335367,5
73743,2335368,5
73743,2335369,5
73743,2335370,5
73743,2337501,5
73743,2337502,5
73743,2339634,5
73827,2450522,5
73827,2450523,5
73827,2450524,5
73827,2450525,5
73827,2452654,5
73827,2452655,5
73827,2452656,5
73827,2452657,5
73827,2454786,5
73827,2454787,5
73827,2454788,5
73827,2454789,5
73827,2456918,5
73827,2456919,5
73827,2456920,5
73827,2456921,5
73827,2459050,5
73827,2459051,5
73827,2459052,5
73827,2459053,5
73827,2459054,5
73827,2459055,5
73827,2459056,5
73827,2461183,5
73827,2461184,5
73827,2461185,5
73827,2461186,5
73827,2461187,5
73827,2461188,5
73827,2463315,5
73827,2463316,5
73827,2463317,5
73827,2463318,5
73827,2463319,5
73827,2463320,5
73827,2465448,5
73827,2465449,5
73827,2465450,5
73827,2465451,5
73827,2465452,5
73827,2467580,5
73827,2467581,5
73827,2467582,5
73827,2467583,5
73827,2467584,5
73827,2469712,5
73827,2469713,5
73827,2469714,5
73827,2469715,5
73827,2469716,5
73833,2422781,5
73833,2422782,5
73833,2422783,5
73833,2424913,5
73833,2424914,5
73833,2424915,5
73833,2427045,5
73833,2427046,5
73833,2427047,5
73833,2429177,5
73833,2429178,5
73833,2429179,5
73833,2431309,5
73833,2431310,5
73833,2433441,5
73833,2433442,5
73833,2435572,5
73833,2435573,5
73833,2435574,5
73833,2437703,5
73833,2437704,5
73833,2437705,5
73833,2437706,5
73833,2439835,5
73833,2439836,5
73833,2439837,5
73833,2439838,5
73833,2439839,5
73833,2441966,5
73833,2441967,5
73833,2441968,5
73833,2441969,5
73833,2441970,5
73833,2444096,5
73833,2444097,5
73833,2444098,5
73833,2444099,5
73833,2444100,5
73833,2444101,5
73833,2444102,5
73833,2446228,5
73833,2446229,5
73833,2446230,5
73833,2446231,5
73833,2446232,5
73833,2446233,5
73833,2448360,5
73833,2448361,5
73833,2448362,5
73833,2448363,5
73833,2448364,5
73833,2448365,5
73833,2450492,5
73833,2450493,5
73833,2450494,5
73833,2450495,5
73833,2450496,5
73833,2450497,5
73833,2452624,5
73833,2452625,5
73833,2452626,5
73833,2452627,5
73833,2452628,5
73833,2452629,5
73977,2088072,5
73977,2088073,5
73977,2088074,5
73977,2088075,5
73977,2088076,5
73977,2088077,5
73977,2088078,5
73977,2090204,5
73977,2090205,5
73977,2090206,5
73977,2090207,5
73977,2090208,5
73977,2090209,5
73977,2090210,5
73977,2092336,5
73977,2092337,5
73977,2092338,5
73977,2092339,5
73977,2092340,5
73977,2094468,5
73977,2094469,5
73977,2094470,5
73977,2096600,5
74034,2469750,5
74034,2469751,5
74034,2471881,5
74034,2471882,5
74034,2471883,5
74034,2474013,5
74034,2474014,5
74034,2474015,5
74034,2474016,5
74138,2358857,5
74138,2358858,5
74138,2360989,5
74138,2360990,5
74138,2360991,5
74138,2363120,5
74138,2363121,5
74138,2363122,5
74138,2363123,5
74138,2365252,5
74138,2365253,5
74138,2365254,5
74138,2367384,5
74138,2367385,5
74138,2367386,5
74230,2625403,5
74230,2625404,5
74230,2625405,5
74230,2627535,5
74230,2627536,5
74230,2627537,5
74230,2629667,5
74230,2629668,5
74230,2629669,5
74230,2631799,5
74230,2631800,5
74230,2631801,5
74230,2633929,5
74230,2633930,5
74230,2633931,5
74230,2633932,5
74230,2633933,5
74230,2636061,5
74230,2636062,5
74230,2636063,5
74230,2636064,5
74230,2636065,5
74230,2638193,5
74230,2638194,5
74230,2638195,5
74230,2638196,5
74230,2638197,5
74230,2640325,5
74230,2640326,5
74230,2640327,5
74230,2640328,5
74265,2493281,5
74265,2493282,5
74265,2493283,5
74265,2493291,5
74265,2495413,5
74265,2495414,5
74265,2495415,5
74265,2495416,5
74265,2495418,5
74265,2495419,5
74265,2495420,5
74265,2495421,5
74265,2495422,5
74265,2495423,5
74265,2495424,5
74265,2495425,5
74265,2497545,5
74265,2497546,5
74265,2497547,5
74265,2497548,5
74265,2497549,5
74265,2497550,5
74265,2497551,5
74265,2497552,5
74265,2497553,5
74265,2497554,5
74265,2497555,5
74265,2497556,5
74265,2497557,5
74265,2497558,5
74265,2499679,5
74265,2499680,5
74265,2499681,5
74265,2499682,5
74265,2499683,5
74265,2499684,5
74265,2499685,5
74265,2499686,5
74265,2499687,5
74265,2499688,5
74265,2499689,5
74265,2499690,5
74265,2499691,5
74265,2501812,5
74265,2501813,5
74265,2501814,5
74265,2501815,5
74265,2501816,5
74265,2501817,5
74265,2501818,5
74265,2501819,5
74265,2501820,5
74265,2501821,5
74265,2501822,5
74265,2501823,5
74265,2503947,5
74265,2503948,5
74265,2503949,5
74265,2503950,5
74265,2503951,5
74265,2503952,5
74265,2503953,5
74265,2503954,5
74265,2503955,5
74265,2503956,5
74265,2503957,5
74265,2503958,5
74265,2503959,5
74265,2503960,5
74265,2506080,5
74265,2506081,5
74265,2506082,5
74265,2506083,5
74265,2506084,5
74265,2506085,5
74265,2506086,5
74265,2506087,5
74265,2506088,5
74265,2506089,5
74265,2506090,5
74265,2506091,5
74265,2506092,5
74265,2508213,5
74265,2508214,5
74265,2508215,5
74265,2508216,5
74265,2508217,5
74265,2508218,5
74265,2508219,5
74265,2508220,5
74265,2508221,5
74265,2508222,5
74265,2508223,5
74265,2508224,5
74265,2508225,5
74265,2510345,5
74265,2510346,5
74265,2510347,5
74265,2510348,5
74265,2510349,5
74265,2510350,5
74265,2510351,5
74265,2510352,5
74265,2510353,5
74265,2510354,5
74265,2510355,5
74265,2510356,5
74265,2510357,5
74265,2512478,5
74265,2512479,5
74265,2512480,5
74265,2512481,5
74265,2512482,5
74265,2512483,5
74265,2512484,5
74265,2512485,5
74265,2512486,5
74265,2512487,5
74265,2512488,5
74265,2512489,5
74265,2512490,5
74265,2514613,5
74265,2514614,5
74265,2514615,5
74265,2514616,5
74265,2514617,5
74265,2514618,5
74265,2514619,5
74265,2514620,5
74265,2514621,5
74265,2514622,5
74265,2516746,5
74265,2516747,5
74265,2516748,5
74265,2516749,5
74265,2516750,5
74265,2516751,5
74265,2516752,5
74265,2516753,5
74265,2518879,5
74265,2518880,5
74265,2518881,5
74265,2518882,5
74265,2518883,5
74265,2518884,5
74265,2521012,5
74265,2521013,5
74265,2521014,5
74272,2512407,5
74272,2512408,5
74272,2514539,5
74272,2514540,5
74272,2516671,5
74272,2516672,5
74272,2518803,5
74272,2518804,5
74272,2520935,5
74272,2520936,5
74359,2427055,5
74359,2427056,5
74359,2429186,5
74359,2429187,5
74359,2429188,5
74359,2429189,5
74359,2429190,5
74359,2429192,5
74359,2429193,5
74359,2431316,5
74359,2431317,5
74359,2431318,5
74359,2431319,5
74359,2431320,5
74359,2431321,5
74359,2431322,5
74359,2431324,5
74359,2431325,5
74359,2433447,5
74359,2433448,5
74359,2433449,5
74359,2433450,5
74359,2433453,5
74359,2433454,5
74359,2435578,5
74359,2435579,5
74359,2435580,5
74359,2435581,5
74359,2437709,5
74359,2437710,5
74359,2437711,5
74359,2437712,5
74359,2439841,5
74359,2439842,5
74359,2441973,5
74359,2441974,5
74359,2444116,5
74359,2444117,5
74359,2444118,5
74359,2446248,5
74359,2446249,5
74359,2446250,5
74359,2448380,5
74359,2448381,5
74359,2448382,5
74359,2448383,5
74359,2454764,5
74359,2454765,5
74359,2454772,5
74359,2454773,5
74359,2454774,5
74359,2456896,5
74359,2456897,5
74359,2456904,5
74359,2456905,5
74359,2456906,5
74359,2456907,5
74359,2456908,5
74359,2459036,5
74359,2459037,5
74359,2459038,5
74359,2459039,5
74359,2459040,5
74359,2461164,5
74359,2461165,5
74359,2461166,5
74359,2461167,5
74359,2461168,5
74359,2461169,5
74359,2461170,5
74359,2461171,5
74359,2461172,5
74359,2463296,5
74359,2463297,5
74359,2463298,5
74359,2463299,5
74359,2463300,5
74359,2463301,5
74359,2463302,5
74359,2463303,5
74359,2463304,5
74359,2465428,5
74359,2465429,5
74359,2465430,5
74359,2465431,5
74359,2465432,5
74359,2465433,5
74359,2465434,5
74359,2465435,5
74359,2465436,5
74359,2467560,5
74359,2467561,5
74359,2467562,5
74359,2467563,5
74359,2467564,5
74359,2467565,5
74359,2467566,5
74359,2467567,5
74359,2467568,5
74359,2469688,5
74359,2469689,5
74359,2469690,5
74359,2469691,5
74359,2469694,5
74359,2469695,5
74359,2469696,5
74359,2469697,5
74359,2469698,5
74359,2469699,5
74359,2469700,5
74359,2471820,5
74359,2471821,5
74359,2471822,5
74359,2471823,5
74359,2471826,5
74359,2471827,5
74359,2471828,5
74359,2471829,5
74359,2471830,5
74359,2471831,5
74359,2471832,5
74359,2473952,5
74359,2473953,5
74359,2473954,5
74359,2473955,5
74359,2473958,5
74359,2473959,5
74359,2473960,5
74359,2473961,5
74359,2473962,5
74359,2473963,5
74359,2473964,5
74406,2474033,5
74406,2476163,5
74406,2476164,5
74406,2476165,5
74406,2476166,5
74406,2478294,5
74406,2478295,5
74406,2478296,5
74406,2478297,5
74406,2478298,5
74406,2480426,5
74406,2480427,5
74406,2480428,5
74406,2480429,5
74406,2480430,5
74406,2482559,5
74406,2482560,5
74406,2482561,5
74406,2484692,5
74406,2484693,5
75030,2476122,5
75030,2478253,5
75030,2478254,5
75174,2456964,5
75174,2456965,5
75174,2459096,5
75174,2459097,5
75174,2461228,5
75174,2463360,5
75174,2465492,5
75174,2465493,5
75174,2467624,5
75174,2467625,5
75174,2469757,5
75174,2471888,5
75174,2471889,5
75174,2474020,5
75174,2474021,5
75267,2422799,5
75267,2422800,5
75267,2422801,5
75267,2424930,5
75267,2424931,5
75267,2424932,5
75267,2427062,5
75267,2427063,5
75267,2427064,5
75267,2429194,5
75267,2429195,5
75267,2429196,5
75267,2431326,5
75267,2431327,5
75267,2431328,5
75267,2433458,5
75267,2433459,5
75267,2433460,5
75267,2435590,5
75267,2435591,5
75267,2435592,5
75267,2437722,5
75267,2437723,5
75267,2437724,5
75267,2439854,5
75267,2439855,5
75267,2439856,5
75267,2441987,5
75267,2441988,5
75267,2444119,5
75267,2444120,5
75267,2446251,5
75267,2446252,5
75267,2448383,5
75267,2448384,5
75267,2450515,5
75267,2450516,5
75470,2459045,5
75489,2538037,5
75489,2540168,5
75489,2540169,5
75489,2540170,5
75489,2542300,5
75489,2542301,5
75489,2542302,5
75529,2514542,5
75529,2514543,5
75529,2514544,5
75529,2516674,5
75529,2516675,5
75529,2516676,5
75529,2516677,5
75529,2516678,5
75529,2516679,5
75529,2516680,5
75529,2518806,5
75529,2518807,5
75529,2518808,5
75529,2518809,5
75529,2518810,5
75529,2518811,5
75529,2518812,5
75529,2520939,5
75529,2520940,5
75529,2520941,5
75529,2520942,5
75529,2520943,5
75755,2471893,5
75755,2471894,5
75755,2474025,5
75755,2474026,5
75762,2482566,5
75762,2484697,5
75762,2484698,5
75762,2484699,5
75762,2486829,5
75762,2486830,5
75762,2486831,5
75762,2488961,5
75762,2488962,5
75762,2488963,5
75762,2491093,5
75846,2678705,5
75846,2678706,5
75851,2482545,5
75851,2482546,5
75851,2482547,5
75851,2482548,5
75851,2482549,5
75851,2482550,5
75851,2482551,5
75851,2484677,5
75851,2484678,5
75851,2484679,5
75851,2484680,5
75851,2484681,5
75851,2484682,5
75851,2484683,5
75851,2486809,5
75851,2486810,5
75851,2486811,5
75851,2486812,5
75851,2486813,5
75851,2486814,5
75851,2486815,5
75851,2488941,5
75851,2488942,5
75851,2488943,5
75851,2488944,5
75851,2488945,5
75851,2488946,5
75851,2488947,5
75851,2491073,5
75851,2493205,5
75986,2518821,5
75986,2518822,5
75986,2518823,5
75986,2520953,5
75986,2520954,5
75986,2520955,5
76274,2386558,5
76274,2386559,5
76274,2388691,5
76274,2388692,5
76274,2390824,5
76274,2390825,5
76274,2392956,5
76274,2392957,5
76274,2392958,5
76274,2395088,5
76274,2395089,5
76274,2395090,5
76274,2397221,5
76274,2397222,5
76274,2397223,5
76274,2399353,5
76274,2399354,5
76274,2399355,5
76274,2399356,5
76274,2401486,5
76274,2401487,5
76274,2401488,5
76274,2401489,5
76274,2403618,5
76274,2403619,5
76274,2403620,5
76552,2544429,5
76728,2474009,5
76728,2474010,5
76836,2514562,5
76836,2514563,5
76836,2516694,5
76836,2516695,5
76836,2516696,5
76885,2422775,5
76885,2422776,5
77041,2644605,5
77041,2644606,5
77041,2644607,5
77041,2644608,5
77041,2644609,5
77041,2644610,5
77041,2644611,5
77041,2644612,5
77041,2646737,5
77041,2646738,5
77041,2646739,5
77041,2646740,5
77041,2646741,5
77041,2646742,5
77041,2646743,5
77041,2646744,5
77041,2648869,5
77041,2648870,5
77041,2648871,5
77041,2648872,5
77041,2648873,5
77041,2648874,5
77041,2648875,5
77041,2648876,5
77041,2651001,5
77041,2651002,5
77041,2651003,5
77041,2651004,5
77041,2651005,5
77041,2651006,5
77041,2651007,5
77041,2651008,5
77041,2653133,5
77041,2653134,5
77041,2653135,5
77041,2653136,5
77041,2653137,5
77041,2653138,5
77041,2653139,5
77041,2653140,5
77041,2655265,5
77041,2655266,5
77041,2655267,5
77041,2655268,5
77041,2655269,5
77041,2655270,5
77041,2655271,5
77041,2657398,5
77041,2657399,5
77041,2657400,5
77041,2657401,5
77041,2659530,5
77041,2659531,5
77097,2064626,5
77097,2064627,5
77097,2064628,5
77097,2064629,5
77097,2064630,5
77097,2064631,5
77097,2064632,5
77097,2064633,5
77097,2064634,5
77097,2064635,5
77097,2064636,5
77097,2064637,5
77097,2064638,5
77097,2064639,5
77097,2064640,5
77097,2064641,5
77097,2066745,5
77097,2066746,5
77097,2066747,5
77097,2066748,5
77097,2066749,5
77097,2066750,5
77097,2066751,5
77097,2066752,5
77097,2066753,5
77097,2066754,5
77097,2066755,5
77097,2066756,5
77097,2066757,5
77097,2066758,5
77097,2066759,5
77097,2066760,5
77097,2066761,5
77097,2066762,5
77097,2066763,5
77097,2066764,5
77097,2066765,5
77097,2066766,5
