grid_id,ToxPi Score,Facility.SWAT,Facility.Delft3D,Facility_RMP,Facility_NEI
145425,0.0824580217713289,0,0,0,0.329832087085316
145426,0.0824580217713289,0,0,0,0.329832087085316
145427,0.0824580217713289,0,0,0,0.329832087085316
147548,0.0824580217713289,0,0,0,0.329832087085316
147549,0.0824580217713289,0,0,0,0.329832087085316
147550,0.0824580217713289,0,0,0,0.329832087085316
147551,0.0824580217713289,0,0,0,0.329832087085316
147552,0.0824580217713289,0,0,0,0.329832087085316
147553,0.0824580217713289,0,0,0,0.329832087085316
147554,0.0824580217713289,0,0,0,0.329832087085316
147555,0.0824580217713289,0,0,0,0.329832087085316
147556,0.0824580217713289,0,0,0,0.329832087085316
147557,0.0824580217713289,0,0,0,0.329832087085316
147558,0.0824580217713289,0,0,0,0.329832087085316
147559,0.0824580217713289,0,0,0,0.329832087085316
149680,0.0824580217713289,0,0,0,0.329832087085316
149681,0.0824580217713289,0,0,0,0.329832087085316
149682,0.0824580217713289,0,0,0,0.329832087085316
149683,0.0824580217713289,0,0,0,0.329832087085316
149684,0.0824580217713289,0,0,0,0.329832087085316
149685,0.0824580217713289,0,0,0,0.329832087085316
149686,0.0824580217713289,0,0,0,0.329832087085316
149687,0.0824580217713289,0,0,0,0.329832087085316
149688,0.0824580217713289,0,0,0,0.329832087085316
149689,0.0824580217713289,0,0,0,0.329832087085316
149690,0.0824580217713289,0,0,0,0.329832087085316
149691,0.0824580217713289,0,0,0,0.329832087085316
252021,0.0824580217713289,0,0,0,0.329832087085316
252022,0.0824580217713289,0,0,0,0.329832087085316
254153,0.0824580217713289,0,0,0,0.329832087085316
254154,0.0824580217713289,0,0,0,0.329832087085316
446067,0.0824580217713289,0,0,0,0.329832087085316
446068,0.0824580217713289,0,0,0,0.329832087085316
446069,0.0824580217713289,0,0,0,0.329832087085316
448198,0.0824580217713289,0,0,0,0.329832087085316
448199,0.0824580217713289,0,0,0,0.329832087085316
448200,0.0824580217713289,0,0,0,0.329832087085316
448201,0.0824580217713289,0,0,0,0.329832087085316
450330,0.0824580217713289,0,0,0,0.329832087085316
450331,0.0824580217713289,0,0,0,0.329832087085316
450332,0.0824580217713289,0,0,0,0.329832087085316
452464,0.0824580217713289,0,0,0,0.329832087085316
620881,0.0824580217713289,0,0,0,0.329832087085316
620882,0.0824580217713289,0,0,0,0.329832087085316
620883,0.0824580217713289,0,0,0,0.329832087085316
623013,0.0824580217713289,0,0,0,0.329832087085316
623014,0.0824580217713289,0,0,0,0.329832087085316
623015,0.0824580217713289,0,0,0,0.329832087085316
629503,0.0824580217713289,0,0,0,0.329832087085316
629504,0.0824580217713289,0,0,0,0.329832087085316
631635,0.0879349213592213,0.0219075983515692,0,0,0.329832087085316
631636,0.0879349213592213,0.0219075983515692,0,0,0.329832087085316
631637,0.0824580217713289,0,0,0,0.329832087085316
633767,0.0824580217713289,0,0,0,0.329832087085316
633768,0.0879349213592213,0.0219075983515692,0,0,0.329832087085316
633769,0.0879349213592213,0.0219075983515692,0,0,0.329832087085316
635900,0.0824580217713289,0,0,0,0.329832087085316
635901,0.0824580217713289,0,0,0,0.329832087085316
661381,0.0824580217713289,0,0,0,0.329832087085316
661382,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
661383,0.0824580217713289,0,0,0,0.329832087085316
663512,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
663513,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
663514,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
663515,0.0882412230755027,0.0231328052166948,0,0,0.329832087085316
665644,0.0824580217713289,0,0,0,0.329832087085316
665645,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
665646,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
665647,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
667776,0.0824580217713289,0,0,0,0.329832087085316
667777,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
667778,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
667779,0.0824580217713289,0,0,0,0.329832087085316
669909,0.0824580217713289,0,0,0,0.329832087085316
669910,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
669911,0.0824580217713289,0,0,0,0.329832087085316
672042,0.0824580217713289,0,0,0,0.329832087085316
672043,0.0824580217713289,0,0,0,0.329832087085316
691231,0.0824580217713289,0,0,0,0.329832087085316
691232,0.0824580217713289,0,0,0,0.329832087085316
693363,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
693364,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
693365,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
693366,0.0824580217713289,0,0,0,0.329832087085316
695495,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
695496,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
695497,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
695498,0.0824580217713289,0,0,0,0.329832087085316
697627,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
697628,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
697629,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
699759,0.0978598317862206,0.0616072400595668,0,0,0.329832087085316
699760,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
699761,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
701891,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
701892,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
701893,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
703969,0.0824580217713289,0,0,0,0.329832087085316
704023,0.0824580217713289,0,0,0,0.329832087085316
704024,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
704025,0.0824580217713289,0,0,0,0.329832087085316
704026,0.0824580217713289,0,0,0,0.329832087085316
706101,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
706102,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
706103,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
706104,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
706156,0.0824580217713289,0,0,0,0.329832087085316
706157,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
706158,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
706159,0.0824580217713289,0,0,0,0.329832087085316
708232,0.0824580217713289,0,0,0,0.329832087085316
708233,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
708234,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
708235,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
708236,0.0824580217713289,0,0,0,0.329832087085316
708288,0.0824580217713289,0,0,0,0.329832087085316
708289,0.0978598317862206,0.0616072400595668,0,0,0.329832087085316
708290,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
708291,0.0940039031842817,0.0461835256518109,0,0,0.329832087085316
710364,0.0824580217713289,0,0,0,0.329832087085316
710365,0.0824580217713289,0,0,0,0.329832087085316
710366,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
710367,0.0824580217713289,0,0,0,0.329832087085316
710368,0.0824580217713289,0,0,0,0.329832087085316
710420,0.0824580217713289,0,0,0,0.329832087085316
710421,0.0978598317862206,0.0616072400595668,0,0,0.329832087085316
710422,0.0927258951145901,0.0410714933730445,0,0,0.329832087085316
710423,0.0824580217713289,0,0,0,0.329832087085316
712498,0.0824580217713289,0,0,0,0.329832087085316
712553,0.0824580217713289,0,0,0,0.329832087085316
712554,0.0824580217713289,0,0,0,0.329832087085316
753060,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
753061,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
753062,0.0824580217713289,0,0,0,0.329832087085316
753063,0.0824580217713289,0,0,0,0.329832087085316
755192,0.0824580217713289,0,0,0,0.329832087085316
755193,0.0824580217713289,0,0,0,0.329832087085316
755194,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
755195,0.0824580217713289,0,0,0,0.329832087085316
763678,0.098690183371883,0,0,0.0649286464022163,0.329832087085316
763679,0.098690183371883,0,0,0.0649286464022163,0.329832087085316
763693,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
763694,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
763695,0.0824580217713289,0,0,0,0.329832087085316
765824,0.0824580217713289,0,0,0,0.329832087085316
765825,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
765826,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
765827,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
767956,0.0824580217713289,0,0,0,0.329832087085316
767957,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
767958,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
767959,0.0824580217713289,0,0,0,0.329832087085316
770088,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
770089,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
770090,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
770091,0.0824580217713289,0,0,0,0.329832087085316
772220,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
772221,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
772222,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
772223,0.0824580217713289,0,0,0,0.329832087085316
778677,0.0824580217713289,0,0,0,0.329832087085316
778678,0.0824580217713289,0,0,0,0.329832087085316
780809,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
780810,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
782940,0.0824580217713289,0,0,0,0.329832087085316
782941,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
782942,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
782943,0.0824580217713289,0,0,0,0.329832087085316
785045,0.0824580217713289,0,0,0,0.329832087085316
785046,0.0942954502066186,0.0473497137411585,0,0,0.329832087085316
785047,0.0824580217713289,0,0,0,0.329832087085316
785073,0.0824580217713289,0,0,0,0.329832087085316
785074,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
785075,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
785076,0.0824580217713289,0,0,0,0.329832087085316
787048,0.0824580217713289,0,0,0,0.329832087085316
787049,0.0824580217713289,0,0,0,0.329832087085316
787177,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
787178,0.0942954502066186,0.0473497137411585,0,0,0.329832087085316
787179,0.0824580217713289,0,0,0,0.329832087085316
787185,0.0824580217713289,0,0,0,0.329832087085316
787186,0.0824580217713289,0,0,0,0.329832087085316
787188,0.0824580217713289,0,0,0,0.329832087085316
787189,0.0824580217713289,0,0,0,0.329832087085316
787205,0.0824580217713289,0,0,0,0.329832087085316
787206,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
787207,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
787208,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
789180,0.0824580217713289,0,0,0,0.329832087085316
789181,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
789309,0.0824580217713289,0,0,0,0.329832087085316
789310,0.0824580217713289,0,0,0,0.329832087085316
789316,0.0824580217713289,0,0,0,0.329832087085316
789317,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
789318,0.0824580217713289,0,0,0,0.329832087085316
789320,0.0824580217713289,0,0,0,0.329832087085316
789321,0.0824580217713289,0,0,0,0.329832087085316
789338,0.0824580217713289,0,0,0,0.329832087085316
789339,0.0824580217713289,0,0,0,0.329832087085316
789340,0.0824580217713289,0,0,0,0.329832087085316
791312,0.0824580217713289,0,0,0,0.329832087085316
791313,0.0824580217713289,0,0,0,0.329832087085316
791448,0.0824580217713289,0,0,0,0.329832087085316
791449,0.0824580217713289,0,0,0,0.329832087085316
791450,0.0824580217713289,0,0,0,0.329832087085316
791452,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
791453,0.0824580217713289,0,0,0,0.329832087085316
791454,0.0824580217713289,0,0,0,0.329832087085316
793584,0.0824580217713289,0,0,0,0.329832087085316
793585,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
793586,0.0824580217713289,0,0,0,0.329832087085316
795716,0.0824580217713289,0,0,0,0.329832087085316
795717,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
795718,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
797761,0.0824580217713289,0,0,0,0.329832087085316
797848,0.0824580217713289,0,0,0,0.329832087085316
797849,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
797850,0.0824580217713289,0,0,0,0.329832087085316
799893,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
799980,0.0824580217713289,0,0,0,0.329832087085316
799981,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
799982,0.0824580217713289,0,0,0,0.329832087085316
799983,0.0824580217713289,0,0,0,0.329832087085316
802025,0.0824580217713289,0,0,0,0.329832087085316
802113,0.0824580217713289,0,0,0,0.329832087085316
802114,0.0824580217713289,0,0,0,0.329832087085316
810642,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
810643,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
812774,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
812775,0.0824580217713289,0,0,0,0.329832087085316
814695,0.0824580217713289,0,0,0,0.329832087085316
814696,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
816827,0.0824580217713289,0,0,0,0.329832087085316
816828,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
818959,0.0824580217713289,0,0,0,0.329832087085316
818960,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
818961,0.0824580217713289,0,0,0,0.329832087085316
821091,0.0824580217713289,0,0,0,0.329832087085316
821092,0.0824580217713289,0,0,0,0.329832087085316
821093,0.0824580217713289,0,0,0,0.329832087085316
821303,0.0824580217713289,0,0,0,0.329832087085316
821304,0.0891373415690661,0.0267172791909484,0,0,0.329832087085316
823435,0.0824580217713289,0,0,0,0.329832087085316
823436,0.0891373415690661,0.0267172791909484,0,0,0.329832087085316
825567,0.0824580217713289,0,0,0,0.329832087085316
825568,0.0824580217713289,0,0,0,0.329832087085316
825569,0.0824580217713289,0,0,0,0.329832087085316
832008,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
832009,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
834140,0.0824580217713289,0,0,0,0.329832087085316
834141,0.0824580217713289,0,0,0,0.329832087085316
836272,0.0824580217713289,0,0,0,0.329832087085316
836273,0.0824580217713289,0,0,0,0.329832087085316
838404,0.0824580217713289,0,0,0,0.329832087085316
838405,0.0824580217713289,0,0,0,0.329832087085316
840536,0.0824580217713289,0,0,0,0.329832087085316
840537,0.0824580217713289,0,0,0,0.329832087085316
842550,0.0824580217713289,0,0,0,0.329832087085316
842551,0.0824580217713289,0,0,0,0.329832087085316
842665,0.0824580217713289,0,0,0,0.329832087085316
842666,0.0824580217713289,0,0,0,0.329832087085316
842667,0.100214164424263,0.0710245706117377,0,0,0.329832087085316
842668,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
842669,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
844681,0.0824580217713289,0,0,0,0.329832087085316
844682,0.0824580217713289,0,0,0,0.329832087085316
844683,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
844684,0.0824580217713289,0,0,0,0.329832087085316
844794,0.0824580217713289,0,0,0,0.329832087085316
844795,0.0824580217713289,0,0,0,0.329832087085316
844796,0.0824580217713289,0,0,0,0.329832087085316
844797,0.0824580217713289,0,0,0,0.329832087085316
844798,0.0824580217713289,0,0,0,0.329832087085316
844799,0.0942954502066186,0.0473497137411585,0,0,0.329832087085316
844800,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
844801,0.0824580217713289,0,0,0,0.329832087085316
846815,0.0824580217713289,0,0,0,0.329832087085316
846926,0.0824580217713289,0,0,0,0.329832087085316
846927,0.0824580217713289,0,0,0,0.329832087085316
846928,0.0824580217713289,0,0,0,0.329832087085316
846929,0.0824580217713289,0,0,0,0.329832087085316
846930,0.0824580217713289,0,0,0,0.329832087085316
846931,0.0824580217713289,0,0,0,0.329832087085316
846932,0.0824580217713289,0,0,0,0.329832087085316
846933,0.0824580217713289,0,0,0,0.329832087085316
848772,0.0824580217713289,0,0,0,0.329832087085316
848773,0.0824580217713289,0,0,0,0.329832087085316
848774,0.0824580217713289,0,0,0,0.329832087085316
848775,0.0824580217713289,0,0,0,0.329832087085316
848947,0.0824580217713289,0,0,0,0.329832087085316
848948,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
849057,0.0824580217713289,0,0,0,0.329832087085316
849058,0.0824580217713289,0,0,0,0.329832087085316
849059,0.0824580217713289,0,0,0,0.329832087085316
849060,0.0824580217713289,0,0,0,0.329832087085316
849061,0.0824580217713289,0,0,0,0.329832087085316
849062,0.0824580217713289,0,0,0,0.329832087085316
849063,0.0824580217713289,0,0,0,0.329832087085316
849064,0.0824580217713289,0,0,0,0.329832087085316
849065,0.0824580217713289,0,0,0,0.329832087085316
850903,0.0824580217713289,0,0,0,0.329832087085316
850904,0.0824580217713289,0,0,0,0.329832087085316
850905,0.0824580217713289,0,0,0,0.329832087085316
850906,0.0824580217713289,0,0,0,0.329832087085316
850907,0.0824580217713289,0,0,0,0.329832087085316
851080,0.0824580217713289,0,0,0,0.329832087085316
851189,0.0824580217713289,0,0,0,0.329832087085316
851190,0.0824580217713289,0,0,0,0.329832087085316
851191,0.0824580217713289,0,0,0,0.329832087085316
851192,0.0824580217713289,0,0,0,0.329832087085316
851193,0.0824580217713289,0,0,0,0.329832087085316
853035,0.0824580217713289,0,0,0,0.329832087085316
853036,0.0824580217713289,0,0,0,0.329832087085316
853037,0.0824580217713289,0,0,0,0.329832087085316
853038,0.0824580217713289,0,0,0,0.329832087085316
853039,0.0824580217713289,0,0,0,0.329832087085316
853219,0.0898876896531244,0.0297186715271817,0,0,0.329832087085316
853220,0.0959320501929689,0.0538961136865599,0,0,0.329832087085316
853221,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
853321,0.0824580217713289,0,0,0,0.329832087085316
853322,0.0824580217713289,0,0,0,0.329832087085316
853323,0.0824580217713289,0,0,0,0.329832087085316
853324,0.0824580217713289,0,0,0,0.329832087085316
855167,0.0824580217713289,0,0,0,0.329832087085316
855168,0.0824580217713289,0,0,0,0.329832087085316
855169,0.0824580217713289,0,0,0,0.329832087085316
855170,0.0824580217713289,0,0,0,0.329832087085316
855350,0.0898876896531244,0.0297186715271817,0,0,0.329832087085316
855351,0.0959320501929689,0.0538961136865599,0,0,0.329832087085316
855352,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
855353,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
855354,0.0898876896531244,0.0297186715271817,0,0,0.329832087085316
855547,0.0824580217713289,0,0,0,0.329832087085316
857299,0.0824580217713289,0,0,0,0.329832087085316
857300,0.0824580217713289,0,0,0,0.329832087085316
857301,0.0824580217713289,0,0,0,0.329832087085316
857482,0.0898876896531244,0.0297186715271817,0,0,0.329832087085316
857483,0.0959320501929689,0.0538961136865599,0,0,0.329832087085316
857484,0.0959320501929689,0.0538961136865599,0,0,0.329832087085316
857485,0.0898876896531244,0.0297186715271817,0,0,0.329832087085316
857549,0.08247488891204,0,0,0,0.32989955564816
857550,0.08247488891204,0,0,0,0.32989955564816
857678,0.0824580217713289,0,0,0,0.329832087085316
857679,0.0882412230755027,0.0231328052166948,0,0,0.329832087085316
857680,0.0824580217713289,0,0,0,0.329832087085316
859431,0.0824580217713289,0,0,0,0.329832087085316
859432,0.0824580217713289,0,0,0,0.329832087085316
859433,0.0824580217713289,0,0,0,0.329832087085316
859632,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
859633,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
859679,0.08247488891204,0,0,0,0.32989955564816
859680,0.08247488891204,0,0,0,0.32989955564816
859681,0.08247488891204,0,0,0,0.32989955564816
859682,0.08247488891204,0,0,0,0.32989955564816
859809,0.0824580217713289,0,0,0,0.329832087085316
859810,0.0882412230755027,0.0231328052166948,0,0,0.329832087085316
859811,0.0882412230755027,0.0231328052166948,0,0,0.329832087085316
859812,0.0824580217713289,0,0,0,0.329832087085316
859813,0.0824580217713289,0,0,0,0.329832087085316
861563,0.0824580217713289,0,0,0,0.329832087085316
861564,0.0824580217713289,0,0,0,0.329832087085316
861565,0.0824580217713289,0,0,0,0.329832087085316
861754,0.0824580217713289,0,0,0,0.329832087085316
861755,0.0824580217713289,0,0,0,0.329832087085316
861764,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
861765,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
861811,0.08247488891204,0,0,0,0.32989955564816
861812,0.08247488891204,0,0,0,0.32989955564816
861940,0.0824580217713289,0,0,0,0.329832087085316
861941,0.0882412230755027,0.0231328052166948,0,0,0.329832087085316
861942,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
861943,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
861944,0.0824580217713289,0,0,0,0.329832087085316
863695,0.0824580217713289,0,0,0,0.329832087085316
863696,0.0824580217713289,0,0,0,0.329832087085316
863697,0.0824580217713289,0,0,0,0.329832087085316
863886,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
863887,0.0824580217713289,0,0,0,0.329832087085316
863895,0.0824580217713289,0,0,0,0.329832087085316
863896,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
863897,0.0824580217713289,0,0,0,0.329832087085316
864071,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
864072,0.107191932873257,0.0989356444077116,0,0,0.329832087085316
864073,0.107191932873257,0.0989356444077116,0,0,0.329832087085316
864074,0.0883767359889738,0.0236748568705792,0,0,0.329832087085316
864075,0.0824580217713289,0,0,0,0.329832087085316
866019,0.0824580217713289,0,0,0,0.329832087085316
866027,0.0824580217713289,0,0,0,0.329832087085316
866028,0.0824580217713289,0,0,0,0.329832087085316
866029,0.0824580217713289,0,0,0,0.329832087085316
866203,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
866204,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
866205,0.107056419959786,0.0983935927538272,0,0,0.329832087085316
866206,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
868158,0.0824580217713289,0,0,0,0.329832087085316
868159,0.0885023823111735,0.0241774421593782,0,0,0.329832087085316
868160,0.0824580217713289,0,0,0,0.329832087085316
868337,0.101273218655612,0.0752607875371324,0,0,0.329832087085316
870291,0.0824580217713289,0,0,0,0.329832087085316
874608,0.0912770065770737,0.0352759392229791,0,0,0.329832087085316
874609,0.0912770065770737,0.0352759392229791,0,0,0.329832087085316
876738,0.0912770065770737,0.0352759392229791,0,0,0.329832087085316
876739,0.0979563263748108,0.0619932184139275,0,0,0.329832087085316
876740,0.0979563263748108,0.0619932184139275,0,0,0.329832087085316
876741,0.0891373415690661,0.0267172791909484,0,0,0.329832087085316
878654,0.0940039031842817,0.0461835256518109,0,0,0.329832087085316
878870,0.0978890184128013,0.0617239865658894,0,0,0.329832087085316
878871,0.0978890184128013,0.0617239865658894,0,0,0.329832087085316
878872,0.0890700336070565,0.0264480473429102,0,0,0.329832087085316
878873,0.0891373415690661,0.0267172791909484,0,0,0.329832087085316
878874,0.0824580217713289,0,0,0,0.329832087085316
880786,0.0824580217713289,0,0,0,0.329832087085316
880787,0.0875919584429595,0.0205357466865223,0,0,0.329832087085316
881002,0.0890700336070565,0.0264480473429102,0,0,0.329832087085316
881003,0.0890700336070565,0.0264480473429102,0,0,0.329832087085316
881004,0.0890700336070565,0.0264480473429102,0,0,0.329832087085316
881005,0.0891373415690661,0.0267172791909484,0,0,0.329832087085316
881006,0.0824580217713289,0,0,0,0.329832087085316
882918,0.0824580217713289,0,0,0,0.329832087085316
882919,0.0824580217713289,0,0,0,0.329832087085316
883133,0.0824580217713289,0,0,0,0.329832087085316
883134,0.0890700336070565,0.0264480473429102,0,0,0.329832087085316
883135,0.0890700336070565,0.0264480473429102,0,0,0.329832087085316
883136,0.0891373415690661,0.0267172791909484,0,0,0.329832087085316
883137,0.0824580217713289,0,0,0,0.329832087085316
885267,0.0824580217713289,0,0,0,0.329832087085316
885268,0.0824580217713289,0,0,0,0.329832087085316
887397,0.0824580217713289,0,0,0,0.329832087085316
887398,0.0824580217713289,0,0,0,0.329832087085316
887403,0.0824580217713289,0,0,0,0.329832087085316
887404,0.0891172325182709,0.0266368429877678,0,0,0.329832087085316
889533,0.0824580217713289,0,0,0,0.329832087085316
889534,0.0891172325182709,0.0266368429877678,0,0,0.329832087085316
889535,0.0891172325182709,0.0266368429877678,0,0,0.329832087085316
889536,0.0891172325182709,0.0266368429877678,0,0,0.329832087085316
889537,0.0824580217713289,0,0,0,0.329832087085316
891662,0.0824580217713289,0,0,0,0.329832087085316
891665,0.0824580217713289,0,0,0,0.329832087085316
891666,0.0824580217713289,0,0,0,0.329832087085316
891667,0.0824580217713289,0,0,0,0.329832087085316
891668,0.0824580217713289,0,0,0,0.329832087085316
893793,0.0887835576367915,0.02530214346185,0,0,0.329832087085316
893794,0.0824580217713289,0,0,0,0.329832087085316
895925,0.0824580217713289,0,0,0,0.329832087085316
904449,0.0885454499634342,0.0243497127684208,0,0,0.329832087085316
906403,0.0824580217713289,0,0,0,0.329832087085316
906404,0.0824580217713289,0,0,0,0.329832087085316
906579,0.0885454499634342,0.0243497127684208,0,0,0.329832087085316
906580,0.0885454499634342,0.0243497127684208,0,0,0.329832087085316
906581,0.0948709858288967,0.0496518562302709,0,0,0.329832087085316
906582,0.0948709858288967,0.0496518562302709,0,0,0.329832087085316
908535,0.0824580217713289,0,0,0,0.329832087085316
908536,0.0824580217713289,0,0,0,0.329832087085316
908711,0.0824580217713289,0,0,0,0.329832087085316
