cell_id,value
2320413,0
2320414,0
2320415,0
2320416,0
2320417,0
2320418,0
2320419,0
2320420,0
2320421,0
2320422,0
2320423,0
2320424,0
2320425,0
2320426,0
2320427,0.7767205238342285
2320428,0.8366847038269043
2320429,0.8563604354858398
2320430,0.9026641845703125
2320431,0.92952728271484375
2320432,1.3971543312072754
2320433,0.9562921524047852
2320434,0.9722275733947754
2320435,0
2320436,0
2320437,0
2320438,0
2320439,0
2320440,0
2320441,0
2320442,0
2320443,0
2320444,0
2320445,0
2320446,0
2320447,0
2320448,0
2320449,0
2320450,0
2320451,0
2320452,0
2320453,0
2320454,0
2320455,0
2320456,0
2320457,0
2320458,0
2320459,0
2320460,0
2320461,0
2320462,0
2320463,0
2320464,0
2320465,0
2320466,0
2320467,0
2320468,0
2320469,0
2320470,0
2320471,0
2320472,0
2320473,0
2320474,0
2320475,0
2320476,0
2320477,0
2320478,0
2320479,0
2320480,0
2320481,0
2322500,0
2322501,0
2322502,0
2322503,0
2322504,0
2322505,0
2322506,0
2322507,0
2322508,0
2322509,0
2322510,0
2322511,0
2322512,0
2322513,0
2322514,0
2322515,0
2322516,0
2322517,0
2322518,0.2801811695098877
2322519,0.280165433883667
2322520,1.5210692882537842
2322521,2.162466049194336
2322522,2.2400732040405273
2322523,2.2400708198547363
2322524,0
2322525,0
2322526,0.3885831832885742
2322527,0.32738304138183594
2322528,0.32738304138183594
2322529,0.32738304138183594
2322530,0.32738304138183594
2322531,0.32738304138183594
2322532,0.32738304138183594
2322533,0.32738304138183594
2322534,0.32738304138183594
2322535,0.31258296966552734
2322536,0
2322537,0
2322538,0
2322539,0
2322540,0
2322541,0
2322542,0
2322543,0
2322544,0
2322545,0
2322546,0
2322547,0
2322548,0
2322549,0
2322550,0
2322551,0
2322552,0
2322553,0
2322554,0
2322555,0
2322556,0
2322557,0
2322558,0
2322559,0.7769412994384766
2322560,0.8984904289245605
2322561,0
2322562,0
2322563,0
2322564,1.3971543312072754
2322565,0.9562921524047852
