OBJECTID,arcid,grid_code,from_node,to_node,Subbasin,SubbasinR,AreaC,Len2,Slo2,Wid2,Dep2,MinEl,MaxEl,Shape_Leng,HydroID,OutletID,WKT
1,159,1,1,3,1,3,114164.46,53270.6255097,0.0650239276685,88.1268539285,2.17247967998,47.665104,82.303757,65343.6319961,200001,100039,"MULTILINESTRING ((-95.58797 30.37477, -95.58525 30.37226, -95.58494 30.37225, -95.58372 30.37114, -95.58341 30.37113, -95.58281 30.37058, -95.58282 30.3703, -95.58251 30.37003, -95.58252 30.36976, -95.58221 30.36975, -95.58191 30.36947, -95.58192 30.3692, -95.58161 30.36892, -95.5813 30.36891, -95.581 30.36863, -95.58069 30.36863, -95.58008 30.36807, -95.57665 30.36798, -95.56454 30.35685), (-95.5907 30.37727, -95.58797 30.37477), (-95.61871 30.53905, -95.60627 30.52764, -95.60294 30.52458, -95.60373 30.50078, -95.6007 30.49799, -95.60078 30.49556, -95.59987 30.49472, -95.59995 30.49256, -95.59449 30.48755, -95.59482 30.47754, -95.5921 30.47504, -95.59214 30.47368, -95.59154 30.47313, -95.59154 30.47286, -95.59124 30.47258, -95.59376 30.39765, -95.59164 30.39571, -95.58831 30.39264, -95.58801 30.39236, -95.58803 30.39155, -95.58773 30.39127, -95.58774 30.391, -95.58744 30.39073, -95.58745 30.39046, -95.58714 30.39018, -95.58746 30.38991, -95.58751 30.38856, -95.58783 30.3883, -95.58753 30.38802, -95.58797 30.37477), (-95.54983 30.58739, -95.55108 30.58742, -95.5514 30.58716, -95.55234 30.58718, -95.55264 30.58746, -95.55326 30.58747, -95.55359 30.58721, -95.55421 30.58723, -95.55453 30.58697, -95.55484 30.58724, -95.55516 30.58698, -95.55578 30.587, -95.55611 30.58674, -95.55673 30.58675, -95.55802 30.5857, -95.55896 30.58572, -95.55926 30.586, -95.55925 30.58627, -95.56016 30.58711, -95.5611 30.58713, -95.56174 30.58661, -95.56205 30.58662, -95.56238 30.58635, -95.56239 30.58608, -95.56271 30.58582, -95.56272 30.58555, -95.56336 30.58502, -95.56367 30.58503, -95.56399 30.58477, -95.56493 30.58479, -95.56525 30.58453, -95.56557 30.58454, -95.56621 30.58401, -95.56652 30.58402, -95.56749 30.58324, -95.56752 30.58242, -95.56784 30.58216, -95.56815 30.58217, -95.56847 30.58191, -95.56878 30.58191, -95.56975 30.58113, -95.57038 30.58114, -95.5707 30.58088, -95.57132 30.5809, -95.57164 30.58063, -95.57352 30.58068, -95.57382 30.58096, -95.57539 30.581, -95.57603 30.58047, -95.57634 30.58048, -95.57666 30.58022, -95.57698 30.58023, -95.5773 30.57996, -95.57824 30.57999, -95.57856 30.57973, -95.57918 30.57974, -95.57917 30.58001, -95.57948 30.58029, -95.58229 30.58036, -95.58261 30.5801, -95.58355 30.58012, -95.58387 30.57986, -95.5845 30.57988, -95.58482 30.57961, -95.58544 30.57963, -95.58609 30.5791, -95.5864 30.57911, -95.58704 30.57859, -95.58705 30.57832, -95.58802 30.57753, -95.58771 30.57725, -95.58804 30.57699, -95.58806 30.57618, -95.58839 30.57591, -95.58839 30.57564, -95.58904 30.57512, -95.58905 30.57485, -95.59001 30.57406, -95.59064 30.57408, -95.59094 30.57435, -95.59282 30.5744, -95.59314 30.57414, -95.59315 30.57387, -95.59411 30.57308, -95.59413 30.57254, -95.59445 30.57228, -95.59449 30.5712, -95.59481 30.57093, -95.59482 30.57066, -95.59578 30.56987, -95.5961 30.56988, -95.59579 30.5696, -95.5958 30.56933, -95.59645 30.56881, -95.5977 30.56884, -95.5983 30.5694, -95.59862 30.5694, -95.59892 30.56968, -95.59923 30.56969, -95.59984 30.57025, -95.60015 30.57026, -95.60047 30.56999, -95.6011 30.57001, -95.60142 30.56975, -95.60143 30.56948, -95.60175 30.56921, -95.603 30.56924, -95.60332 30.56898, -95.60426 30.56901, -95.60458 30.56874, -95.60583 30.56877, -95.60615 30.56851, -95.60646 30.56879, -95.60833 30.56884, -95.60898 30.56831, -95.609 30.5675, -95.60932 30.56724, -95.60936 30.56616, -95.60968 30.56589, -95.60999 30.5659, -95.61032 30.56564, -95.61094 30.56565, -95.61126 30.56539, -95.61376 30.56545, -95.6173 30.56256, -95.61731 30.56229, -95.61763 30.56203, -95.61764 30.56176, -95.61796 30.5615, -95.61797 30.56123, -95.61767 30.56095, -95.61799 30.56069, -95.618 30.56042, -95.61832 30.56015, -95.61836 30.5588, -95.61806 30.55852, -95.61809 30.55771, -95.61841 30.55745, -95.61844 30.55664, -95.61813 30.55636, -95.61782 30.55635, -95.61752 30.55607, -95.61596 30.55603, -95.61565 30.55576, -95.61597 30.55549, -95.61602 30.55414, -95.61698 30.55335, -95.61725 30.54551, -95.61757 30.54525, -95.6176 30.54417, -95.61792 30.5439, -95.61794 30.54336, -95.61826 30.5431, -95.61827 30.54283, -95.61859 30.54257, -95.61871 30.53905), (-95.75798 30.71164, -95.75766 30.71163, -95.75734 30.71189, -95.75609 30.71186, -95.75578 30.71158, -95.75485 30.71156, -95.75454 30.71128, -95.75423 30.71128, -95.75392 30.711, -95.75205 30.71095, -95.75144 30.7104, -95.75145 30.70986, -95.75115 30.70958, -95.75021 30.70956, -95.74989 30.70982, -95.74895 30.7098, -95.74804 30.70896, -95.74679 30.70893, -95.74618 30.70838, -95.74586 30.70837, -95.74554 30.70863, -95.74524 30.70835, -95.74461 30.70834, -95.74431 30.70806, -95.74368 30.70805, -95.74304 30.70857, -95.74273 30.70829, -95.7418 30.70827, -95.74149 30.70799, -95.7415 30.70772, -95.7412 30.70744, -95.74088 30.70744, -95.73967 30.70632, -95.73935 30.70632, -95.73905 30.70604, -95.73906 30.70577, -95.73875 30.70549, -95.73813 30.70548, -95.7378 30.70574, -95.73718 30.70572, -95.73686 30.70599, -95.7331 30.7059, -95.7328 30.70562, -95.73248 30.70561, -95.73218 30.70533, -95.73187 30.70532, -95.73156 30.70505, -95.73125 30.70504, -95.73093 30.7053, -95.7303 30.70529, -95.73 30.70501, -95.72937 30.70499, -95.72907 30.70472, -95.72875 30.70471, -95.72843 30.70497, -95.72722 30.70386, -95.72471 30.7038, -95.72441 30.70352, -95.72347 30.7035, -95.72316 30.70322, -95.7216 30.70318, -95.72128 30.70344, -95.72096 30.70344, -95.72066 30.70316, -95.72035 30.70315, -95.72004 30.70287, -95.71973 30.70287, -95.71943 30.70259, -95.71943 30.70232, -95.71852 30.70148, -95.71539 30.70141, -95.71507 30.70167, -95.71477 30.70139, -95.71444 30.70165, -95.71384 30.7011, -95.71352 30.70109, -95.71351 30.70136, -95.71255 30.70215, -95.7113 30.70212, -95.71069 30.70156, -95.71038 30.70156, -95.70977 30.701, -95.70945 30.70099, -95.70915 30.70071, -95.70884 30.70071, -95.70701 30.69904, -95.70705 30.69796, -95.70737 30.69769, -95.7074 30.69688, -95.70709 30.6966, -95.70714 30.69525, -95.70592 30.69414, -95.70561 30.69413, -95.70439 30.69302, -95.70376 30.693, -95.70346 30.69273, -95.70252 30.6927, -95.70039 30.69076, -95.7004 30.69049, -95.7001 30.69021, -95.70011 30.68994, -95.69919 30.6891, -95.6992 30.68883, -95.69858 30.68882, -95.69827 30.68854, -95.69796 30.68853, -95.69705 30.6877, -95.69673 30.68769, -95.69643 30.68741, -95.69518 30.68738, -95.69457 30.68683, -95.69458 30.68655, -95.69427 30.68655, -95.69366 30.68599, -95.69367 30.68572, -95.69336 30.68544, -95.6934 30.68436, -95.69372 30.6841, -95.69375 30.68302, -95.69345 30.68274, -95.69346 30.68247, -95.69316 30.68219, -95.6932 30.68084, -95.6929 30.68056, -95.69322 30.6803, -95.69261 30.67974, -95.6923 30.67973, -95.69199 30.67945, -95.69201 30.67891, -95.69169 30.67918, -95.69108 30.67862, -95.69077 30.67861, -95.69046 30.67833, -95.69047 30.67806, -95.69017 30.67779, -95.69018 30.67751, -95.68957 30.67696, -95.68959 30.67642, -95.68927 30.67641, -95.68867 30.67585, -95.68867 30.67558, -95.68624 30.67336, -95.68628 30.67228, -95.68597 30.672, -95.68607 30.66902, -95.68577 30.66875, -95.68578 30.66847, -95.68547 30.6682, -95.68548 30.66793, -95.68517 30.66792, -95.68486 30.66764, -95.68487 30.66737, -95.68457 30.66709, -95.68394 30.66708, -95.68334 30.66652, -95.68335 30.66598, -95.68305 30.6657, -95.68307 30.66516, -95.68276 30.66488, -95.68277 30.66461, -95.68309 30.66435, -95.68316 30.66219, -95.68574 30.66008, -95.68513 30.65953, -95.68514 30.65926, -95.68453 30.6587, -95.68454 30.65843, -95.68272 30.65676, -95.6824 30.65675, -95.68058 30.65508, -95.68027 30.65508, -95.67996 30.6548, -95.68002 30.65318, -95.67971 30.6529, -95.6794 30.65289, -95.6791 30.65261, -95.67784 30.65258, -95.67752 30.65284, -95.67658 30.65282, -95.67628 30.65254, -95.67629 30.65227, -95.67538 30.65144, -95.67506 30.65143, -95.67446 30.65087, -95.67414 30.65087, -95.67384 30.65059, -95.67353 30.65058, -95.67322 30.6503, -95.67291 30.65029, -95.67292 30.65002, -95.67201 30.64919, -95.67202 30.64892, -95.6711 30.64808, -95.67116 30.64646, -95.67085 30.64618, -95.67087 30.64564, -95.67057 30.64536, -95.67058 30.64509, -95.66936 30.64398, -95.66939 30.64317, -95.66878 30.64261, -95.66879 30.64234, -95.66818 30.64179, -95.6682 30.64125, -95.66821 30.64098, -95.66853 30.64071, -95.66854 30.64044, -95.66732 30.63933, -95.66733 30.63906, -95.66703 30.63878, -95.66609 30.63876, -95.66579 30.63848, -95.66586 30.63632, -95.66618 30.63605, -95.66527 30.63522, -95.66528 30.63495, -95.6656 30.63469, -95.66561 30.63441, -95.66592 30.63442, -95.66594 30.63388, -95.66626 30.63362, -95.66628 30.63308, -95.66567 30.63252, -95.66663 30.63173, -95.66666 30.63092, -95.66698 30.63066, -95.66703 30.62931, -95.66642 30.62875, -95.66579 30.62874, -95.66547 30.629, -95.66516 30.62899, -95.66455 30.62843, -95.66393 30.62842, -95.66362 30.62814, -95.66331 30.62813, -95.66179 30.62674, -95.66117 30.62673, -95.65965 30.62534, -95.65902 30.62532, -95.65872 30.62504, -95.65875 30.62396, -95.65845 30.62368, -95.65846 30.62341, -95.65878 30.62315, -95.65883 30.62153, -95.65853 30.62125, -95.6586 30.61908, -95.65892 30.61882, -95.65895 30.61801, -95.65926 30.61802, -95.65931 30.61666, -95.65963 30.6164, -95.65967 30.61505, -95.65937 30.61477, -95.65938 30.6145, -95.65907 30.61422, -95.65912 30.61287, -95.65882 30.61259, -95.65886 30.61124, -95.65918 30.61098, -95.6592 30.61044, -95.6589 30.61016, -95.65891 30.60962, -95.65924 30.60935, -95.65924 30.60908, -95.65833 30.60825, -95.65835 30.60771, -95.65805 30.60743, -95.65815 30.60446, -95.65784 30.60418, -95.65849 30.60365, -95.65857 30.60122, -95.65826 30.60094, -95.65827 30.60067, -95.65766 30.60011, -95.6577 30.59903, -95.6574 30.59875, -95.65747 30.59659, -95.65779 30.59633, -95.6578 30.59606, -95.65749 30.59578, -95.65752 30.59497, -95.65722 30.59469, -95.65724 30.59388, -95.65694 30.5936, -95.65698 30.59252, -95.65667 30.59224, -95.65636 30.59223, -95.65604 30.59249, -95.65573 30.59249, -95.6554 30.59275, -95.65509 30.59274, -95.65418 30.59191, -95.65419 30.59164, -95.65388 30.59136, -95.65389 30.59109, -95.65359 30.59081, -95.65361 30.59027, -95.65362 30.59, -95.65331 30.58972, -95.65267 30.59024, -95.65204 30.59023, -95.65174 30.58995, -95.65175 30.58968, -95.65145 30.5894, -95.65146 30.58913, -95.65085 30.58857, -95.65022 30.58856, -95.64962 30.588, -95.64837 30.58797, -95.64806 30.58769, -95.64744 30.58768, -95.64713 30.5874, -95.64715 30.58686, -95.64502 30.58491, -95.64505 30.5841, -95.64537 30.58384, -95.64539 30.5833, -95.64477 30.58328, -95.64294 30.58161, -95.64295 30.58134, -95.64174 30.58023, -95.64175 30.57996, -95.63768 30.57986, -95.63736 30.58012, -95.63549 30.58007, -95.63427 30.57896, -95.63396 30.57895, -95.63123 30.57645, -95.63124 30.57618, -95.63063 30.57562, -95.63064 30.57535, -95.63003 30.57479, -95.63004 30.57452, -95.62974 30.57424, -95.62975 30.5737, -95.63233 30.5716, -95.63264 30.57161, -95.63393 30.57056, -95.63394 30.57029, -95.63554 30.56898, -95.63556 30.56843, -95.63653 30.56765, -95.63663 30.5644, -95.6339 30.5619, -95.63422 30.56163, -95.63425 30.56082, -95.63364 30.56027, -95.63333 30.56026, -95.63242 30.55942, -95.63243 30.55915, -95.63182 30.5586, -95.63189 30.55643, -95.63222 30.55617, -95.63237 30.55157, -95.61871 30.53905))"
2,216,13,13,19,13,19,85642.83,10067.2705551,0.0578256933509,74.1659076727,1.93651005451,34.155273,39.976742,10067.2705551,200002,100050,"MULTILINESTRING ((-95.55921 30.25627, -95.55861 30.25571, -95.55863 30.2549, -95.55833 30.25462, -95.55801 30.25488, -95.55676 30.25485, -95.55644 30.25511, -95.55643 30.25538, -95.55611 30.25565, -95.5558 30.25564, -95.55516 30.25616, -95.55515 30.25643, -95.55483 30.2567, -95.55452 30.25669, -95.55422 30.25641, -95.55235 30.25636, -95.55203 30.25663, -95.5514 30.25661, -95.55012 30.25766, -95.54981 30.25765, -95.5492 30.25709, -95.54824 30.25788, -95.54731 30.25786, -95.54666 30.25838, -95.54635 30.25838, -95.54603 30.25864, -95.54573 30.25836, -95.54574 30.25809, -95.54513 30.25753, -95.54482 30.25752, -95.54418 30.25805, -95.54448 30.25833, -95.54447 30.2586, -95.54478 30.25888, -95.54475 30.25969, -95.54411 30.26021, -95.5438 30.2602, -95.54347 30.26047, -95.54347 30.26074, -95.54407 30.26129, -95.54343 30.26182, -95.54342 30.26209, -95.5431 30.26235, -95.54279 30.26234, -95.54247 30.26261, -95.54245 30.26315, -95.54275 30.26343, -95.54274 30.2637, -95.54242 30.26396, -95.54149 30.26394, -95.54052 30.26472, -95.5399 30.26471, -95.53958 30.26497, -95.53896 30.26495, -95.53805 30.26412, -95.53806 30.26385, -95.53776 30.26357, -95.53776 30.2633, -95.53746 30.26302, -95.53684 30.263, -95.53593 30.26217, -95.53531 30.26215, -95.53499 30.26242, -95.53312 30.26237, -95.5328 30.26263, -95.53249 30.26262, -95.53152 30.26341, -95.53121 30.2634, -95.53025 30.26419, -95.52994 30.26418, -95.52962 30.26444, -95.5296 30.26498, -95.52896 30.26551, -95.52864 30.2655, -95.52832 30.26576, -95.5277 30.26575, -95.52706 30.26627, -95.52675 30.26626, -95.5261 30.26679, -95.5261 30.26706, -95.52577 30.26732, -95.52575 30.26813, -95.5235 30.26997, -95.52288 30.26995, -95.52258 30.26968, -95.52258 30.26941, -95.52291 30.26914, -95.52291 30.26887, -95.52356 30.26835, -95.52325 30.26807, -95.52263 30.26805, -95.52199 30.26858, -95.52012 30.26853, -95.5198 30.26879, -95.51978 30.26933, -95.51946 30.2696, -95.51976 30.26987, -95.52007 30.26988, -95.52068 30.27044, -95.52065 30.27125, -95.52033 30.27151, -95.52028 30.27287, -95.51996 30.27313, -95.51965 30.27312, -95.51933 30.27338, -95.51902 30.27337, -95.5187 30.27364, -95.51868 30.27418, -95.51772 30.27497, -95.51709 30.27495, -95.51679 30.27467, -95.51617 30.27465, -95.51586 30.27438, -95.51588 30.27383, -95.51437 30.27244, -95.51438 30.27217, -95.51378 30.27161, -95.51253 30.27158, -95.51223 30.2713, -95.51191 30.2713, -95.51131 30.27074, -95.511 30.27073, -95.50907 30.2723, -95.50751 30.27226, -95.50721 30.27199, -95.50628 30.27196, -95.50531 30.27275, -95.50438 30.27272, -95.50347 30.27189, -95.50316 30.27188, -95.50195 30.27077, -95.50197 30.27023, -95.50167 30.26995, -95.50168 30.26968, -95.50137 30.26967, -95.50046 30.26883, -95.49984 30.26882, -95.49863 30.2677, -95.498 30.26769, -95.4977 30.26741, -95.49708 30.26739, -95.49676 30.26765, -95.49644 30.26765, -95.49612 30.26791, -95.49519 30.26788, -95.49489 30.2676, -95.49457 30.26787, -95.49425 30.26786, -95.49395 30.26758, -95.49302 30.26756))"
